Tweet_created_at,likes_count,replies_count,retweets_count,username,name,birth_date,country_name,tweet_text,id,year
Sun Nov 14 19:02:20 +0000 2021,0,0,0,USER_00893,NAME_00889,,,Should Children with Diabetes Get the Covid-19 Vaccine? – Diabetes Daily... https://t.co/n6aOv7tMIW,1.46E+18,2021
Tue May 02 23:49:10 +0000 2023,3,2,1,USER_00894,NAME_00890,,United States,"D I D Y O U  K N O W  V A C C I N E S  C A U S E  D I A B E T E S 1? Yep! happened to my friend in Australia. govt came into her high school class, gave HPV shots without parents, got diabetes 1 that week! A L S O  L O O K UP “COVID-19 Vaccine-Induced Latent Autoimmune Diabetes in Adults”",1.65E+18,2023
Fri Jan 07 23:30:03 +0000 2022,427,23,316,USER_00895,NAME_00891,,United States,New CDC MMWR finds children and teens 18 years &amp; younger who have had #COVID19 are up to 2.5 times more likely to have a #diabetes diagnosis after infection. Prevent COVID-19 by using tools like masks and #vaccines for those eligible. Learn more: https://t.co/AIAzp9p8vn https://t.co/i51U08u2oK,1.48E+18,2022
Fri Sep 29 19:30:31 +0000 2023,2,0,0,USER_00895,NAME_00891,,United States,Getting a #COVID19 #vaccine while pregnant can protect you and your baby. It cuts the chance of hospitalization for COVID-19 by 1/3 or more for babies less than 6 months old. Learn more about the updated COVID-19 vaccines: https://t.co/JPdAcxzikU https://t.co/RlY3CU3Bjo,1.71E+18,2023
Mon Apr 04 15:18:19 +0000 2022,15,1,9,USER_00896,NAME_00892,,Poland,"COVID-19 vaccine and autoimmune diabetes in adults: report of two cases

👇
https://t.co/0zVubAsV6G
@JCedernaes, @Kto72102356, @RogerSeheult, @_atanas_",1.51E+18,2022
Fri Oct 20 21:33:38 +0000 2023,38,3,11,USER_00897,NAME_00893,,United Kingdom,"England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 8/12/2020 - 29/9/2023
105,000 #ExcessDeaths since COVID-19 Vaccine roll out

+69,000 Circulatory Deaths 💔 +10%
+29,000 Diabetes Deaths +18%
+7,000 Liver disease deaths +15%
+4,000 Cancer deaths +1%

Why did we continue to have Excess Deaths after the vaccine?
7/ https://t.co/MZ1M2d8uOE",1.72E+18,2023
Sat Nov 20 18:39:29 +0000 2021,29,1,9,USER_00897,NAME_00893,,United Kingdom,"Questions that need an answer from the Government 

1. Does the COVID19 vaccine actually make you more susceptible to catching COVID19?

2. Does the COVID19 vaccine negatively impact your immune system, make you more susceptible to other illnesses ?",1.46E+18,2021
Wed Mar 22 08:54:23 +0000 2023,8,0,4,USER_00898,NAME_00894,,,"COVID-19 is more common in middle-aged and older people. It is more risky with people that has other serious health problems___such as lung conditions,weakened immune system,obesity,diabetes, HIV etc
 vaccine is the best prevention to covid 19 https://t.co/GZeooUbWxM",1.64E+18,2023
Thu Feb 24 19:43:07 +0000 2022,2,0,0,USER_00899,NAME_00895,,United States,"Me, a PIO in public health, makes a awareness post about pre-diabetes. 

The Public: THE COVID-19 VACCINE CAUSES DIABETES (citing a case report and some random link about AIDS(¿).)

I… okay. Just ok.",1.50E+18,2022
Wed Sep 29 14:10:14 +0000 2021,24,2,19,USER_00900,NAME_00896,,Malaysia,"1. Deputy MOH Minister Dr Noor Azmi has refuted claims that 5 teenagers died after receiving Covid-19 vaccines.

He says a 17-year-old student with Type 1 diabetes from a school in Ipoh was infected with Covid-19 and died on August 18, before the adolescent vaccine rollout began. https://t.co/QbVaOIHhmT",1.44E+18,2021
Mon Mar 27 09:59:26 +0000 2023,30,1,11,USER_00901,NAME_00897,,,"BCG vaccine safe and 92% effective versus placebo against COVID-19

This RCT started 5+ years ago. They wanted to see if multiple BCG jabs could help with type 1 diabetes.

Meanwhile, SARS2 emerged and the team decided to test them for COVID.

Amazing!

https://t.co/j906c2mCl2 https://t.co/zAC8cd5cZv",1.64E+18,2023
Sat Jul 09 20:07:23 +0000 2022,26,2,10,USER_00902,NAME_00898,,Germany,"Type 1 diabetes mellitus following COVID-19 RNA-based vaccine 

""The present case suggests that COVID-19 RNA-based vaccines might trigger the onset of type 1 diabetes, even in subjects without prior histories of diabetes.""

https://t.co/BsHV6nwVmL",1.55E+18,2022
Fri Apr 08 09:52:03 +0000 2022,75,5,55,USER_00903,NAME_00899,,Malaysia,"Malaysia's cohort showed that people with underlying chronic #kidney disease, #stroke, #lung disease, and #diabetes among comorbidities had an increased ⬆ risk of severe COVID-19 and deaths. ⁦@ICR_NIH⁩
#realworlddata #COVID19 #vaccine #booster https://t.co/GlWLILDoDe",1.51E+18,2022
Sun Feb 19 12:29:54 +0000 2023,181,142,23,USER_00904,NAME_00900,,United States,"Bottom line for the public- COVID-19 vaccines have undergone and continue to undergo the most intense vaccine safety monitoring in U.S. history! They’ve saved millions of lives, and kept millions more from getting long covid, diabetes, heart attacks, etc. https://t.co/HeNnnMpybP",1.63E+18,2023
Tue May 11 01:09:54 +0000 2021,1300,62,194,USER_00904,NAME_00900,,United States,"I’m a doctor. And a dad of a 15 and soon to be 12 year old. And both my kids will get get the #COVID19 vaccine as soon as they can. To me the upside of personal protection, increased safety around my wife (who has cancer), and contributing to reopening FAR outweighs any risk...",1.39E+18,2021
Thu Jul 01 11:01:13 +0000 2021,182,11,6,USER_00904,NAME_00900,,United States,"Big day!

⁦@CNN⁩ ⁦@NewDay⁩ at 730, and then joining @PublicHealth Georges Benjamin, @katy_milkman, and @SophiaBush to talk #covid19 vaccine hesitancy w/ ⁦@COVIDOversight⁩ at 9! 
Tune into both! 📺 

I’ve even got my #hiv awareness bow tie on for good luck! https://t.co/ywZMFk1kRZ",1.41E+18,2021
Sat Dec 18 07:35:23 +0000 2021,6,0,2,USER_00905,NAME_00901,,Kuwait,"#diabetes #vaccine #Covid_19 
How do diabetics react to the SARS-CoV-2 vaccine?
Our effective research is a gift to our people.
https://t.co/6safm2lttY https://t.co/my95ZLEGym",1.47E+18,2021
Wed Aug 17 08:54:29 +0000 2022,2,0,2,USER_00906,NAME_00902,,,The BCG vaccine against COVID-19 and other infectious diseases in type 1 diabetic adults https://t.co/CknB7GL9tm @CellPressNews @MassGeneralNews @harvardmed #vaccine #vaccination #diabetes #diabetic #type1diabetes #COVID19 #coronavirus #covid #disease https://t.co/hd7fdcZe3u,1.56E+18,2022
Tue Oct 11 07:05:31 +0000 2022,2,0,1,USER_00906,NAME_00902,,,Rare case of COVID-19 vaccine-induced hypophysitis in a woman with central diabetes insipidus manifestations https://t.co/ooum4MUjhk #COVID19 #coronavirus #covid #diabetes #vaccine #vaccination #hypophysitis https://t.co/ecQONlhwZH,1.58E+18,2022
Mon Sep 20 10:08:52 +0000 2021,1,0,1,USER_00906,NAME_00902,,,Medical staff with a history of allergy suffered adverse reactions to BNT162b2 COVID-19 vaccine https://t.co/SoSp8vxOkZ @medrxivpreprint @YU_koho #SARSCoV2 #coronavirus #COVID19 #vaccine #allergies #allergy #medicalstaff https://t.co/MpJmW2m8gU,1.44E+18,2021
Thu Feb 17 16:18:04 +0000 2022,0,0,1,USER_00906,NAME_00902,,,COVID-19 vaccine-induced immunity in heart and kidney solid organ transplant recipients https://t.co/mKEnfyyZgr @medrxivpreprint @RutgersU @MedCityHospital #COVID19 #vaccine #coronavirus #covid #vaccination #covidvaccine #heart #kidney #organtransplant,1.49E+18,2022
Sat Jun 04 20:53:53 +0000 2022,3,0,0,USER_00907,NAME_00903,,,"💥Besides leukemia, type 1 diabetes spikes among 🦠💉v@((in@ted children in China.

Related findings👇
Could the development of COVID-19 vaccine-induced type 1 diabetes be explained by a simple mechanism?
https://t.co/PkxyJLvymK
💥 https://t.co/8t8Hhxuebz",1.53E+18,2022
Wed Nov 30 07:45:35 +0000 2022,23,2,18,USER_00908,NAME_00904,,United Kingdom,Type 1 diabetes mellitus following COVID-19 RNA-based vaccine - PubMed https://t.co/scNFLmYnIF,1.60E+18,2022
Tue Dec 06 15:02:11 +0000 2022,14,4,11,USER_00909,NAME_00905,,United Kingdom,"The effects of flu and COVID-19 can be more serious if you have a health condition like heart disease or diabetes.

The free flu vaccine and COVID-19 booster can boost your immunity this winter.

Find out more and how to book ➡ https://t.co/aL8w5v2K7Q https://t.co/8goQLBdX20",1.60E+18,2022
Thu Jan 05 17:01:23 +0000 2023,4,0,7,USER_00909,NAME_00905,,United Kingdom,"The effects of flu and COVID-19 can be more serious if you have an underlying health condition such as heart disease or diabetes.

The free flu vaccine and COVID-19 booster can boost your immunity this winter.

Find out more and how to book ➡ https://t.co/aL8w5v2K7Q https://t.co/RifHHC3JR3",1.61E+18,2023
Sun Nov 27 16:00:54 +0000 2022,4,3,5,USER_00909,NAME_00905,,United Kingdom,"The effects of flu and COVID-19 can be more serious if you have an underlying health condition such as heart disease or diabetes.

The free flu vaccine and COVID-19 booster can boost your immunity this winter.

Find out more and how to book ➡ https://t.co/aL8w5vkkZo https://t.co/eVfJIqWx2q",1.60E+18,2022
Thu May 26 07:04:24 +0000 2022,10,3,6,USER_00910,NAME_00906,,Australia,"COVID-19 VACCINE BOOSTER UPDATE: ATAGI has now recommended that people living with diabetes who use medication to manage the condition (metformin, insulin etc.) should get an additional winter booster dose of the COVID-19 vaccine. https://t.co/I4uiB7qPVj",1.53E+18,2022
Fri Nov 10 18:00:01 +0000 2023,7,0,3,USER_00911,NAME_00907,,United States,"Adults with diabetes had 'considerably more' adverse reactions to the COVID-19 vaccine than those without a diabetes diagnosis.

https://t.co/lZt1Te4ECX https://t.co/rXA5eC7Oau",1.72E+18,2023
Wed Aug 09 10:26:43 +0000 2023,3,1,1,USER_00912,NAME_00908,,Egypt/  Australia,"@Alshaye3F One here ⬇️
Type 1 diabetes mellitus 🔻following COVID‐19 RNA‐based vaccine🔻 - Sakurai - 2022 - Journal of Diabetes Investigation - Wiley Online Library https://t.co/QdIax3U30k https://t.co/WOuJsrO8Cq",1.69E+18,2023
Mon Sep 05 08:48:27 +0000 2022,32,4,33,USER_00913,NAME_00909,,India,"""My father, a cancer survivor and type 2 diabetes patient, has been advised not to get the Covid-19 vaccine because of his medical history.""

""So they've withheld his salary since November '21!"" writes Yash. (@gamiquette) 

Sign: https://t.co/JrB9IAGvmX

@salman7khurshid https://t.co/fHpdXYVQsy",1.57E+18,2022
Mon Jul 19 04:05:46 +0000 2021,9453,29,1636,USER_00914,NAME_00910,,,A dialysis patient turned out positive for COVID-19. Fortunately he has no symptoms and feels great. He got it from a visiting symptomatic relative who has diabetes. The difference between them? My dialysis patient is fully vaccinated. Vaccines save lives.,1.42E+18,2021
Fri Nov 19 12:57:37 +0000 2021,16,0,7,USER_00915,NAME_00911,,Canada,"Thank you to our donors and the @NunatsiavutGov and @LGHealthNL for their support during our recent trip to #Nain, Labrador! We helped out at a COVID-19 booster vaccine clinic, provided a wound management and diabetes seminar, and physiotherapy training. We plan to return soon! https://t.co/rTHKwKPmVX",1.46E+18,2021
Sat Sep 18 11:53:11 +0000 2021,22,3,11,USER_00916,NAME_00912,,,"Dr. @celinegounder says people considered at high risk for COVID-19, including those with underlying conditions like severe diabetes, obesity or cardiovascular disease, qualify to get a COVID-19 vaccine booster shot after an FDA panel recommended high-risk individuals do so. https://t.co/YKnmWyfLku",1.44E+18,2021
Sun Nov 14 11:11:02 +0000 2021,21,0,14,USER_00917,NAME_00913,,United Kingdom,"On #WorldDiabetesDay the NI Diabetes Network encourages all those living with #diabetes &amp; their carers to boost their immunity this winter. If you’re eligible for the flu vaccine, COVID-19 vaccine or both take up the offer when invited. 
@publichealthni @DiabetesUKNI https://t.co/hE7BzrnEPe",1.46E+18,2021
Wed Dec 01 20:01:05 +0000 2021,336,156,94,USER_00918,NAME_00914,,,"Marcus Lamb, CEO and founder of the Christian Daystar Television Network, outspoken against COVID-19 vaccines, has died at age 64 after contracting the virus. His wife, Joni, said he had diabetes and was hospitalized after his oxygen levels dropped. https://t.co/iMcKlIx2xv",1.47E+18,2021
Thu Feb 02 22:04:07 +0000 2023,1,0,0,USER_00919,NAME_00915,,,"My father got multiple myeloma after pfizer COVID-19 vaccine.
Diabetes &amp; glaucoma all in less than a year.",1.62E+18,2023
Tue Apr 26 21:02:37 +0000 2022,2,0,0,USER_00920,NAME_00916,,Mexico,Third dose of Covid‐19 vaccine in diabetes: relevance of good metabolic control to improve its efficacy - Pieralice - - Diabetes/Metabolism Research and Reviews - Wiley Online Library ✅✅✅ https://t.co/rwCwy5bjQ5,1.52E+18,2022
Fri Jul 01 05:53:33 +0000 2022,8,0,4,USER_00921,NAME_00917,,United Kingdom,"Associations of BMI with COVID-19 vaccine uptake, vaccine effectiveness, and risk of severe COVID-19 outcomes after vaccination in England: a population-based cohort study - The Lancet Diabetes &amp; Endocrinology https://t.co/FmRBt5YOzD",1.54E+18,2022
Thu Sep 29 09:00:01 +0000 2022,19,7,16,USER_00922,NAME_00918,,United Kingdom,"The effects of flu and COVID-19 can be more serious if you have a health condition like heart disease or diabetes.

The free flu vaccine and COVID-19 booster can boost your immunity this winter.

Find out more ➡ https://t.co/0QkgtYqBzt https://t.co/A4hSoAfjDK",1.58E+18,2022
Mon Dec 25 14:33:01 +0000 2023,23,2,14,USER_00923,NAME_00919,,,"""A 56-year-old man with no known medical history of renal dysfunction or diabetes mellitus developed both within 3 months after receiving a third dose of inactivated COVID-19 vaccine (Vero cells)."" Vero cells used in CoVaxin too. @DeeEternalOpt same  tech used in diff countries",1.74E+18,2023
Thu Sep 07 19:28:05 +0000 2023,0,1,0,USER_00924,NAME_00920,,,Medical Whistleblowers Speak Out: The Hidden Dangers of the COVID-19 Vaccine and the Diabetes Time Bomb! https://t.co/LCLhck02Gg via @ethanwh1te_,1.70E+18,2023
Sat Oct 14 11:29:11 +0000 2023,2,1,0,USER_00925,NAME_00921,,Denmark,"06.22:
""The vaccine for the COVID-19 has been reported to potentially cause or worsen diabetes. A woman received 2 doses of Moderna COVID-19 vaccine. 8 weeks after the 2. vaccination, the patient was diagnosed with type 1 diabetes"".
https://t.co/Zlf3vcg169
https://t.co/O9IJwMq7Qw https://t.co/GLY6SFBqs2",1.71E+18,2023
Wed May 04 04:57:32 +0000 2022,3,1,2,USER_00926,NAME_00922,,Switzerland,"New Research: Central Diabetes Insipidus Following Immunization With BNT162b2 mRNA COVID-19 Vaccine: A Case Report: Introduction

Cases of central diabetes insipidus (CDI) have been reported after COVID-19 infection, with… https://t.co/faaA1i3R8J #Endocrinology #Endo",1.52E+18,2022
Mon Feb 28 06:22:35 +0000 2022,0,0,0,USER_00927,NAME_00923,,,"Type 1 diabetes mellitus following COVID-19 RNA-based vaccine https://t.co/4bBT1tr2tL 
COVID-19 RNA-based vaccines might trigger the onset of type 1 diabetes, even in subjects without prior histories of diabetes.
https://t.co/6ySOYUZzaD 
https://t.co/ZGNRi4lnsW
@DrLBoominathan https://t.co/ZyPrJfbU8m",1.50E+18,2022
Thu Sep 07 16:30:56 +0000 2023,0,1,0,USER_00928,NAME_00924,,United States/ Canada,"*Medical Whistleblowers Speak Out: The Hidden Dangers of the COVID-19 Vaccine and the Diabetes Time Bomb!*

You’ve been fed a narrative that’s as shaky as a house of cards, and it’s about time someone toppled it over. 

https://t.co/Fn8T8kiWV7 https://t.co/LRC0DyGHKS",1.70E+18,2023
Tue Aug 16 10:00:15 +0000 2022,76,2,36,USER_00929,NAME_00925,,United States,"A widely used tuberculosis vaccine protected people with type 1 diabetes from Covid-19, according to a study, further illustrating the potential immune-enhancing powers of the BCG shot https://t.co/AYt5axCmGI",1.56E+18,2022
Tue Oct 11 12:41:31 +0000 2022,3,0,3,USER_00930,NAME_00926,,United Kingdom,"The effects of flu and COVID-19 can be more serious if you have a health condition like heart disease or diabetes.

The free flu vaccine and COVID-19 booster can boost your immunity this winter.

Find out more and how to book ➡️ https://t.co/YnYAUi5yyp https://t.co/yby6C2oCdE",1.58E+18,2022
Mon Jul 11 13:00:47 +0000 2022,6,3,2,USER_00931,NAME_00927,,United States,"Yes, your child should get a COVID-19 vaccine if they have a health problem. It is especially important for children with asthma, diabetes, obesity and other health problems to get vaccinated since they are at higher risk of severe COVID-19 illness: https://t.co/JSnErgUAoI https://t.co/VpW661kGxl",1.55E+18,2022
Fri Apr 15 14:05:02 +0000 2022,5,2,1,USER_00931,NAME_00927,,United States,"Yes, your child should get a #COVID19 vaccine if they have a health problem. It is especially important for children with asthma, diabetes, obesity and other health problems to get #vaccinated since they are at higher risk of severe COVID-19 illness: https://t.co/JSnErgUAoI https://t.co/Lp08yMKYMu",1.51E+18,2022
Fri Mar 19 16:40:04 +0000 2021,2,0,2,USER_00931,NAME_00927,,United States,"All New Yorkers with HIV are eligible to receive the #COVID19 vaccine! People with other health conditions, including cancer, hypertension, liver disease, asthma and those in an immunocompromised state, are also eligible. View the full list: https://t.co/rN9ziU42iv https://t.co/C6djKJ5xLZ",1.37E+18,2021
Thu Sep 07 17:09:49 +0000 2023,0,0,0,USER_00932,NAME_00928,,United Kingdom,Medical Whistleblowers Speak Out: The Hidden Dangers of the COVID-19 Vaccine and the Diabetes Time Bomb! - Gazetteller https://t.co/NEEoKeEDOC,1.70E+18,2023
Sat Sep 09 00:20:42 +0000 2023,0,0,0,USER_00933,NAME_00929,,United States,Medical Whistleblowers Speak Out: The Hidden Dangers of the COVID-19 Vaccine and the Diabetes Time Bomb! https://t.co/Ad6zgFT52G via @Gazetteller,1.70E+18,2023
Thu Sep 07 16:56:24 +0000 2023,0,0,0,USER_00934,NAME_00930,,,"*Medical Whistleblowers Speak Out: The Hidden Dangers of the COVID-19 Vaccine and the Diabetes Time Bomb!*

https://t.co/gWbbIC9iIt",1.70E+18,2023
Tue Sep 27 15:01:35 +0000 2022,1,0,2,USER_00935,NAME_00931,,United States,"The effects of flu and COVID-19 can be more serious if you have a health condition like heart disease or diabetes.
The free flu vaccine and COVID-19 booster can boost your immunity this winter.

Find out more and how to book ➡ https://t.co/wJQOz3oPzb https://t.co/aPRl9KlbbM",1.57E+18,2022
Sat Jan 21 01:57:23 +0000 2023,18,0,1,USER_00936,NAME_00932,,United States,"@AngeliaDesselle If you are really suffering leg tremors, because it's not caused by the COVID-19 vaccine, go get examined for pre-diabetes /diabetes. I'm not a doctor. I just know what helped me.",1.52E+18,2023
Thu Feb 16 00:11:22 +0000 2023,8,2,1,USER_00937,NAME_00933,,,"@sneako 🤔🦆🦆🦆🤡

US NIH Research database:

“Type 1 diabetes mellitus following COVID-19 RNA-based vaccine”

“…3 days after the first dose of COVID-19 RNA-based vaccines without a prior history of diabetes. “

https://t.co/p0nSxgj15K",1.63E+18,2023
Wed Jan 11 14:46:46 +0000 2023,1,0,3,USER_00938,NAME_00934,,United Kingdom,"The effects of flu and COVID-19 can be more serious if you have a health condition like heart disease or diabetes.

The free flu vaccine and COVID-19 booster can boost your immunity this winter.

Find out more and how to book ➡ https://t.co/aW95Z89Ucy https://t.co/JY47ZPwI8i",1.61E+18,2023
Mon Nov 15 12:46:58 +0000 2021,4,0,2,USER_00939,NAME_00935,,United States,"It's a beautiful fall morning in the Bluegrass, and we're ready to start the day! Whether it's a flu shot, a COVID-19 vaccine, help managing diabetes, information for new parents, harm reduction or more, our #PublicHealth services are helping Lexington be well!
#LexingtonKy #Fall https://t.co/Ka0cGRIyT5",1.46E+18,2021
Sun Nov 14 10:45:18 +0000 2021,5,0,0,USER_00940,NAME_00936,,India,"Latest: IMA pushes for Covid-19 vaccine for all diabetes patients
Noticing their vulnerabilities, IMA on Sunday demanded Covid-19 vaccination for all diabetes patients, including a third dose, if needed.",1.46E+18,2021
Fri Jul 08 05:54:09 +0000 2022,17,0,7,USER_00941,NAME_00937,,Kenya,"A study published by The Lancet Diabetes and Endocrinology journal finds that Covid-19 vaccine is less effective, on people with a higher Body Mass Index or overweight. https://t.co/RLQdndPA4S",1.55E+18,2022
Fri Jun 17 15:35:01 +0000 2022,7,0,1,USER_00942,NAME_00938,,,Experts recommend that people with diabetes get a COVID-19 vaccine to protect them from severe illness. Here’s how to navigate COVID-19 vaccines and booster shots if you have diabetes. https://t.co/82U80NOY61,1.54E+18,2022
Wed Oct 19 12:40:13 +0000 2022,2,0,1,USER_00943,NAME_00939,,United Kingdom,"The effects of flu and COVID-19 can be more serious if you have a health condition like heart disease or diabetes.

The free flu vaccine and COVID-19 booster can boost your immunity this winter.

Find out more and how to book ➡ https://t.co/XV9CRtiiro https://t.co/qkoFa58fLc",1.58E+18,2022
Thu Jun 15 12:56:38 +0000 2023,2,0,0,USER_00944,NAME_00940,,Canada,"Chikungunya vaccine; Sewer dengue robots; Blood shortage in Sub-Saharan Africa; a link between vertigo and migraines; Covid-19 vaccine inequity; Diabetes drug and Long Covid

Listening to ⁦@claudiahammond⁩ with ⁦@PhilippaPr⁩ 

Do listen 🎧  https://t.co/DD7tQSt6L0",1.67E+18,2023
Thu Dec 08 08:00:02 +0000 2022,4,0,3,USER_00945,NAME_00941,,United Kingdom,"The effects of flu and COVID-19 can be more serious if you have an underlying health condition such as heart disease or diabetes.

The free flu vaccine and COVID-19 booster can boost your immunity this winter.

Find out more and how to book ➡ https://t.co/aXAKy1KMne https://t.co/QIyNEEIl3j",1.60E+18,2022
Fri Sep 23 14:00:01 +0000 2022,2,0,3,USER_00945,NAME_00941,,United Kingdom,"The effects of flu and COVID-19 can be more serious if you have a health condition like heart disease or diabetes.

The free flu vaccine and COVID-19 booster can boost your immunity this winter.

Find out more and how to book ➡ https://t.co/e00i6NYmXX https://t.co/Sh2oXY0DM4",1.57E+18,2022
Sun Nov 14 10:48:19 +0000 2021,26,0,1,USER_00946,NAME_00942,,India,"IMA Pushes For Covid-19 Vaccine For All Diabetes Patients

#COVID19 
https://t.co/FiFT8n6V2c",1.46E+18,2021
Tue Mar 22 02:36:03 +0000 2022,0,0,4,USER_00947,NAME_00943,,,New: Do patients with diabetes have a different antibody response to COVID-19 vaccine... https://t.co/SHL7SKmJks via @medivizor #Diabetes,1.51E+18,2022
Sun Nov 14 11:19:14 +0000 2021,2,1,0,USER_00948,NAME_00944,,,"@JaganNKaushik @FanofMohini @Gkb19551 @Murali76133156 @shytigress @AjitsinhJagirda @swetashandilya @chimnibai @prasad_perla @Am_dilip1 @HarbirSinghSuri @nair_hena08 @Savitritvs @Ravichiruvolu1 @A_Banarsi @ResurgentIndia @macharajarao @NetaNiyanta @Ravisha23624235 @AAshaRathod @kailashkaushik8 @Cook_Ricardo @_ankahi @Visalmama @FireFly53647402 @Drsunandambal @shitul905 @4mSingh @Bhagirath1965 @witnessconscio1 @panditsripathak @raaga31280 @arunp131 @swetamishraa @sharmajyots @LoveBharatvarsh @nalini51purohit @Anju1951Purohit @hemirdesai @DamodarHegde4 @surewrap @neerangautam @KishorTrivedi7 @keeranl @nsbchd @DasShaktikanta @nsitharaman @CMD_ONGC IMA pushes for Covid-19 vaccine for all diabetes patients
Noticing their vulnerabilities, IMA on Sunday demanded Covid-19 vaccination for all diabetes patients, including a third dose, if needed.",1.39E+18,2021
Thu Feb 09 16:21:20 +0000 2023,38,1,0,USER_00949,NAME_00945,,Canada,"Yesterday at my Doctor's office I overheard two guys talking about how morphic resonance caused diabetes, how the COVID-19 vaccine caused heart trouble, about the New World Order using drones to track the chips in our bloodstream from 'the jab' and I lost my shit.",1.62E+18,2023
Thu Jan 04 17:45:08 +0000 2024,0,0,0,USER_00950,NAME_00946,,,Elizabeth’s Universe – Diabetes Eye Opener #VaccineSideEffects #VaccineScience #EducateYourself #SafetyFirst [Video] Elizabeth's Universe - Diabetes Eye Opener: Does the COVID 19 Vaccine cause DIABETES? You be the.. News video on One News Page on… https://t.co/BgbG0k9f3q,1.74E+18,2024
Tue Jan 02 16:02:51 +0000 2024,14,0,7,USER_00951,NAME_00947,,United States,Metformin mitigates insulin signaling variations induced by COVID-19 vaccine boosters in type 2 diabetes  https://t.co/Etjxgo7NUI #medRxiv,1.74E+18,2024
Thu Oct 13 13:37:04 +0000 2022,1,0,2,USER_00952,NAME_00948,,United Kingdom,"The effects of flu and COVID-19 can be more serious if you have a health condition like heart disease or diabetes.

The free flu vaccine and COVID-19 booster can boost your immunity this winter.

Find out more and how to book ➡ https://t.co/8kT6b8mzrO https://t.co/tEmu4eGW86",1.58E+18,2022
Thu Jun 23 16:23:52 +0000 2022,0,0,0,USER_00953,NAME_00949,,United States,RED VENTURES CLICKBAIT..ALSO OWNS HEALTHGRADES NOW RT @Healthline: Experts recommend that people with diabetes get a COVID-19 vaccine to protect them from severe illness. Here’s how to navigate COVID-19 vaccines and booster shots if you have diabetes. https://t.co/JJCaDZWQ95,1.54E+18,2022
Tue Nov 23 15:40:00 +0000 2021,3,0,1,USER_00954,NAME_00950,,United States,"Diabetes can put you at a greater risk of serious disease from COVID-19, so it’s important for those living with diabetes to get vaccinated. The COVID-19 vaccine is free and available in communities statewide, for more info go to https://t.co/MTX2teyibJ  #DiabetesMonth",1.46E+18,2021
Fri Aug 13 02:32:54 +0000 2021,0,0,0,USER_00955,NAME_00951,,,@stacy_redvirgo @cmg_48 @CarrieQThinks First of all I’m not a person who thinks we should be forced to get the COVID-19 vaccine but the big difference between Covid-19 and diabetes and cancer is that Covid-19 is communicable. And virtually all infectious diseases where a vaccine is available can be gotten free.,1.43E+18,2021
Tue Aug 24 13:09:18 +0000 2021,0,0,0,USER_00956,NAME_00952,,United States,What People With Diabetes Should Know About COVID-19 Vaccine? #clarksville #clarksvilletn #montgomerycounty #nashville #tennessee #covid-19 #coronavirus #diabetes #vaccine #covid19vaccine #news #health #vaccination https://t.co/uoWSE4qftJ,1.43E+18,2021
Sat Jun 11 20:00:06 +0000 2022,0,0,0,USER_00957,NAME_00953,,United States,Molecular Aspects of #COVID-19 and #Diabetes - COVID-19 Vaccine in People with Diabetes: Safe and Effective? will be live at 4:15 PM–5:45 PM EDT. View the program https://t.co/vHcIDr7201 #ENDO2022,1.54E+18,2022
Tue Jan 09 04:04:09 +0000 2024,236,16,91,USER_00958,NAME_00954,,,"Where we were:
☑️ COVID-19: created in lab
☑️ COVID-19: released from a lab
☑️ COVID-19: Vaccines bad for you
☑️ COVID-19: Vaccines = heart problems
☑️ COVID-19: Research faked
☑️ Social distancing d/n work
☑️ Lockdowns don't work
☑️ Masks don't work

What we're on to now: 
☑️ Epstein = child sex trafficker
☑️ Epstein Island = elite pedo club
☑️ Spy agencies involved for blackmail
☑️ Big names on client list
☑️ Names d/n include Trump

What's Coming Soon:
☑️ 2020 Election was rigged
☑️ States illegally changed procedures
☑️ Voting machines connected to net
☑️ SCOTUS rules for Trump/Ballots
☑️ Trump exonerated big time
☑️ DJT = POTUS 47

This is but a partial list of the things that conspiracy theorists have been (and will be) right about over the last few years alone.

The fake news media, which has been deriding the aforementioned conspiracy theorists as crazy for having made these claims, has been (and will continue to be) dead wrong at every turn.

Now ask yourself, why does the media attack and dismiss conspiracy theorists when we have a much higher batting average?

That being true, then who is the media really looking out for?  And why are they working in concert to promote abject lies as the truth, smearing anyone who dares point out uncomfortable truths?",1.74E+18,2024
Wed Jan 24 23:30:01 +0000 2024,485,15,246,USER_00959,NAME_00955,,Ethiopia,Over 7M Americans may have some form of HEART INJURY due to COVID-19 vaccines: https://t.co/iWYCyipTeY,1.75E+18,2024
Sat Dec 16 19:14:24 +0000 2023,120,135,17,USER_00960,NAME_00956,,Germany,"Meet Tom Lockyer, a victim of COVID-19 vaccine mandate

In May, he collapsed on the pitch. He suffered an atrial fibrillation. He later had heart surgery

Today, another cardiac arrest on the pitch

In his 17 year career, he had no history of heart problems

Must be a coincidence https://t.co/SFYguqMx66",1.74E+18,2023
