Tweet_created_at,username,name,tweet_text,replies_count,retweets_count,likes_count,country_name,id,year,birth_date
2022-12-22 03:55:37 Iran Standard Time,USER_02721,NAME_02697,@Username &amp; none of those defending the strikes &amp; citing overwhelmed health services want to have a conversation about *why demand for the NHS has spiked recently?  Why the spike in non Covid excess deaths or heart/blood related conditions?  Vaccines &amp; lockdowns?  https://t.co/9yyq7NDHBm,0,0,0,Britain,1.61E+18,2022,
2022-12-22 02:47:47 Iran Standard Time,USER_02722,NAME_02698,"@Username Great, so you can find out exactly when the covid vaccine makes your heart explode!",0,0,0,Britain,1.61E+18,2022,
2022-12-22 02:09:53 Iran Standard Time,USER_02723,NAME_02699,"@Username @Username @Username @Username is saying specifically that there is no evidence the covid vaccine causes heart attacks. Even other post-vaccine heart conditions are rare in relation to covid vaccine, in line with those found with other vaccines.  https://t.co/EzIY23qihg",0,0,0,Britain,1.61E+18,2022,
2022-12-22 01:23:02 Iran Standard Time,USER_02724,NAME_02700,"@Username @Username @Username @Username @Username @Username @Username False? Are you drunk?  Studies linking COVID to reduced fertility, heart issues, diabetes, neurological problems, premature death........are numerous and peer reviewed.  You've got virtually zero causative evidence that the vaccines are to blame.  Just vague correlation.",0,0,0,Britain,1.61E+18,2022,
2022-12-22 01:08:49 Iran Standard Time,USER_02725,NAME_02701,"We see these articles all the time, not on MSM of course, why does our govt still encourage taking the covid vaccine, you would think they would investigate the claims, rather than just say they are perfectly safe, heart attacks may prove otherwise 🤔",0,0,1,Britain,1.61E+18,2022,
2022-12-21 23:19:24 Iran Standard Time,USER_02726,NAME_02702,Check out the House of Commons 14500 excess deaths through heart attacks after Covid vaccines. Look up dr John Campbell.,4,15,9,Britain,1.61E+18,2022,
2022-12-21 18:41:37 Iran Standard Time,USER_02727,NAME_02703,"@Username Given the surge in heart related complications with the Covid vaccines, could this act as an early warning sign?",0,0,0,Britain,1.61E+18,2022,
2022-12-21 15:19:37 Iran Standard Time,USER_02728,NAME_02704,"Speech by independent representative Susanne Heart to Rogaland County Council in Norway December 14th 2022.    ""COVID VACCINE SAFETY: The Norwegian Parliament must start a debate""   https://t.co/HUgH7JFMqI    @Username @Username",0,0,0,Britain,1.61E+18,2022,
2022-12-21 13:20:05 Iran Standard Time,USER_02729,NAME_02705,@Username @Username @Username @Username The ‘covid deaths’ were within 28 days of a positive test - many of these 160k died with covid not of covid.   There has been a massive rise in excess deaths- many due to heart attacks. We already know Pfizer vaccines cause myocarditis &amp; blood clots on the lungs,4,0,4,Britain,1.61E+18,2022,
2022-12-21 11:31:07 Iran Standard Time,USER_02730,NAME_02706,"🤧❄️Worried about your health this winter?  Come along 10am to 4pm today, the #Lambeth's #Health &amp; Wellbeing Bus offers:  💉#Covid &amp; #flu vaccine 🙋‍♂️wellbeing support 💖#BHF heart health advice  🗺️Spring Gardens, #Vauxhall Walk, SE11 5HL @Username @Username @Username  https://t.co/UHsNaJVUam",0,2,0,Britain,1.61E+18,2022,
2022-12-21 07:57:04 Iran Standard Time,USER_02731,NAME_02707,"@Username It is medically accepted that MRNA joins can lead to heart attack like symptoms. This from an ICU consultant, non UK based. To balance this the contraceptive pill leads to levels of DVT hundreds of times greater than Covid vaccines. It’s complicated.",0,0,0,Britain,1.61E+18,2022,
2022-12-21 01:05:14 Iran Standard Time,USER_00591,NAME_00588,"@Username @Username @Username The outspoken MP, who recently hit the headlines for making a speech in Parliament calling for the suspension of the mRNA covid vaccine amid concerns it could lead to inflamation to arteries to the heart, will now be suspended for five days.",0,1,2,Britain,1.61E+18,2022,
2022-12-21 01:03:29 Iran Standard Time,USER_00591,NAME_00588,"@Username Fkn disgusting the truth hurts   The outspoken MP, who recently hit the headlines for making a speech in Parliament calling for the suspension of the mRNA covid vaccine amid concerns it could lead to inflamation to arteries to the heart, will now be suspended for five days.",0,0,0,Britain,1.61E+18,2022,
2022-12-21 01:00:35 Iran Standard Time,USER_02683,NAME_02659,"You won't be so pleased with your covid boosters, when your family start suffering the effects of the vaccines; heart attacks, myocarditis, peritonitis and blood clotting in the blood vessels.  These vaccines cause the body more harm than the covid virus itself.",0,1,2,Britain,1.61E+18,2022,
2022-12-20 23:37:33 Iran Standard Time,USER_02732,NAME_02708,@Username @Username I got Covid before the vaccine was even out back early back in 2020 and Covid damaged my lungs so bad and I have heart palpitations which means every few months I need cardioversion to get it in rhythm again. I was perfectly healthy before I caught it.,0,0,0,Britain,1.61E+18,2022,
2022-12-20 23:07:32 Iran Standard Time,USER_02733,NAME_02709,"Coincidence?  “Outspoken MP, who recently hit the headlines for making a speech in Parliament calling for the suspension of the mRNA covid vaccine amid concerns it could lead to inflamation to arteries to the heart, will now be suspended for five days”   https://t.co/0QvRgHgl2j",3,9,18,Britain,1.61E+18,2022,
2022-12-20 23:04:23 Iran Standard Time,USER_02734,NAME_02710,"@Username Andrew Bridgen the brave MP recently hit the headlines for making a speech in Parliament calling for the suspension of the mRNA covid vaccine amid evidence that it inflames heart tissue, will now be suspended for 5 days.Deep State stoops so low to smear a vaccine critic again💵😡",0,0,3,Britain,1.61E+18,2022,
2022-12-20 22:56:21 Iran Standard Time,USER_02638,NAME_02616,"@Username As soon as I am recovered from my first covid vaccine, blood clot seizures, heart failure, dilated cardiomyopathy, I promise you I will never want another one unless I want to end my life, as it is due to AstraZeneca vaccine I now have 1-5 years left, fit and healthy pre vax",0,1,2,Britain,1.61E+18,2022,
2022-12-20 21:38:55 Iran Standard Time,USER_02735,NAME_02711,Vaccinated Thailand Princess Bajrakitiyabha dies suddenly at age 44 Immediate CPR unsuccessful. ECMO unsuccessful. What a tragedy. It was Thailand which PROVED that the COVID vaccines CAUSE heart injury in nearly 30% of young adults.  https://t.co/B3V0lUPflE,1,1,1,Britain,1.61E+18,2022,
2022-12-20 20:32:45 Iran Standard Time,USER_02736,NAME_02712,@Username Recovered covid patients who had the vaccine have a much higher risk of heart inflammation than recovered unvaxxed covid patients ...,0,0,2,Britain,1.61E+18,2022,
2022-12-20 13:16:11 Iran Standard Time,USER_02737,NAME_02713,@Username I think the experimental 'vaccine' (it's not strictly a 'vaccine') is the most plausible explanation for the plague of young people dropping dead 'suddenly' of heart attacks (or of 'SADS'). We did not see this in 2020 or early 2021 (which we would have if Covid),1,0,9,Britain,1.61E+18,2022,
2022-12-19 14:00:10 Iran Standard Time,USER_02738,NAME_02714,@Username @Username @Username @Username @Username @Username @Username @Username @Username @Username It’s funny how complication like heart attacks were not a covid symptom until after the vaccines arrived 🤔,3,0,0,Britain,1.60E+18,2022,
2022-12-17 15:29:30 Iran Standard Time,USER_02739,NAME_02715,"@Username For anyone concerned about their #heart health following COVID vaccine, introduce 2 tablespoons of @Username in your daily routine to normalise your heart rhythm, reduce inflammation and improve your immune system",1,0,0,Britain,1.60E+18,2022,
2022-12-31 00:46:24 Iran Standard Time,USER_02740,NAME_02716,@Username @Username @Username Covid didn't make you drop dead of heart attacks like the vaccine does,0,0,1,Britain,1.61E+18,2022,
2022-12-31 00:02:36 Iran Standard Time,USER_02741,NAME_02717,@Username @Username Agree on lockdowns. You don't know that vaccines are the cause of excess deaths. Could equally be long covid. Covid damages the heart far more than the vaccines does. Open your eyes.,1,0,0,Britain,1.61E+18,2022,
2022-12-30 22:00:30 Iran Standard Time,USER_02742,NAME_02718,The British Heart Foundation has hit back at claims by a Bridgen that it covered up data on the harm caused by Covid-19 vaccines   https://t.co/NiXfH3t09c,0,1,0,Britain,1.61E+18,2022,
2022-12-30 17:02:21 Iran Standard Time,USER_02743,NAME_02719,@Username Antibiotics work and don't cause heart attacks.  Covid 'vaccines' don't work and do cause heart attacks. I think  that is the main difference. Nice try though.,0,0,1,Britain,1.61E+18,2022,
2022-12-30 01:15:06 Iran Standard Time,USER_02744,NAME_02720,"@Username No evidence they protect against long Covid… &amp; there are many neg effects of the vaccines. Brother in law now has vitiligo, friend has recurrent shingles, another friend heart problems &amp; neighbour’s son’s best friend died (a young man in his 20s.) All confirmed by doctors.",1,0,0,Britain,1.61E+18,2022,
2022-12-30 00:16:53 Iran Standard Time,USER_02745,NAME_02721,@Username Heart issues increased before the vaccines because of people getting covid.,1,0,0,Britain,1.61E+18,2022,
2022-12-29 23:16:16 Iran Standard Time,USER_02746,NAME_02722,Mechanism by which mRNA covid vaccines have likely caused heart damage &amp; death as shown in histopathology reports from Germany. Surely time to recall these vaccines. We already know they aren’t very effective. This shows they are also not very safe.  https://t.co/mOHyjlJ1mj,0,0,0,Britain,1.61E+18,2022,
2022-12-29 19:40:39 Iran Standard Time,USER_02747,NAME_02723,@Username Is that becouse the covid vaccines are causing heart attacks ?,0,0,25,Britain,1.61E+18,2022,
2022-12-29 18:59:13 Iran Standard Time,USER_02748,NAME_02724,@Username Bizarrely it is apparently only the spike protein from the virus that binds to the cells in the heart…..the Covid vaccines are safe and effective! Institutional delusion or what!!!,0,0,0,Britain,1.61E+18,2022,
2022-12-29 18:06:02 Iran Standard Time,USER_02749,NAME_02725,@Username So you are giving people a ' Covid 19 vaccine' that doesn't work and causes heart attacks and then installing defibrillators - are you for real? Stop giving them the boosters - enough already,0,0,2,Britain,1.61E+18,2022,
2022-12-29 17:55:19 Iran Standard Time,USER_02750,NAME_02726,Just a simple scroll of any Covid anti vaxxer timeline shows that they’re super keen to blame the Covid mRNA vaccine on any heart attacks and sudden deaths of “young healthy people” yet they are also usually blaming Artificial sweeteners &amp; Chemtrails for the same things  🤦🏻🤯🤷🏻‍♂️,0,0,0,Britain,1.61E+18,2022,
2022-12-29 17:52:54 Iran Standard Time,USER_02751,NAME_02727,"@Username @Username @Username He accepts the myocarditis link, which is evidence based  There are many other conspiracy theories about other heart problems linked to COVID vaccine which are NOT evidence based  It's not hard to understand",1,0,0,Britain,1.61E+18,2022,
2022-12-29 17:15:33 Iran Standard Time,USER_02752,NAME_02728,Just heard on Irish Radio a helpline called Cry service to help people who have lost loved ones to heart attacks. On the same day the @Username encourage people to take the latest booster. #madness #vaccines #covid,0,0,1,Britain,1.61E+18,2022,
2022-12-29 17:12:04 Iran Standard Time,USER_02753,NAME_02729,@Username @Username Well I still don’t know a single person who died from Covid.. I know plenty who have been injured with the vaccine and my 44 year old cousin passed of a massive heart attack 3 months after booster…He complained of chest pains hours after shot!!,0,3,13,Britain,1.61E+18,2022,
2022-12-29 17:02:18 Iran Standard Time,USER_02754,NAME_02730,"@Username Unfortunately for me you became the leader of the anti-vaxxers when you required the fully vaccinated  to wear masks.  Fewer ppl are getting flu shots and even MMR vaccines thanks to your response to COVID, &amp; that breaks my heart.  So…no. No $ for you.",0,0,0,Britain,1.61E+18,2022,
2022-12-29 14:24:54 Iran Standard Time,USER_02755,NAME_02731,@Username @Username @Username He worked in a vaccine clinic. He has had two Covid vaccines. If you won't discuss the published data you are complicit in this serious situation of heart attacks and deaths that's happening. Who pays your bills!,0,0,0,Britain,1.61E+18,2022,
2022-12-29 14:23:38 Iran Standard Time,USER_02756,NAME_02732,British Heart Foundation dismisses Tory MP’s Covid ‘cover-up’ vaccine claim  https://t.co/RdoRFmTLGk More nonsense from a potato merchant. Why doesn't he just concentrate on what he is best incapable of doing?,0,0,0,Britain,1.61E+18,2022,
2022-12-29 14:20:38 Iran Standard Time,USER_02612,NAME_02590,Evening Standard: British Heart Foundation dismisses Tory MP’s Covid ‘cover-up’ vaccine claim.  https://t.co/IYMK99ma2v,0,0,0,Britain,1.61E+18,2022,
2022-12-29 13:49:52 Iran Standard Time,USER_02757,NAME_02733,"@Username @Username @Username Any negativity towards this particular vaccine is dismissed isn’t it. A huge number of people have died, lost loved ones or are now living with permanent disabilities as a direct result of the Covid jabs. I have never known so many heart attacks/clots. Don’t you dare dismiss this",1,0,0,Britain,1.61E+18,2022,
2022-12-29 13:48:08 Iran Standard Time,USER_02758,NAME_02734,"@Username There was a rare side effect of mild myocarditis, albeit it was significantly more likely that you would get myocarditis if you got Covid.  I'm sure you've seen some of the conspiracy stuff linking heart deaths and the vaccine though - it's just nonsense.",4,0,9,Britain,1.61E+18,2022,
2022-12-29 13:40:18 Iran Standard Time,USER_02759,NAME_02735,"@Username Excess heart problems will be down to all sorts of reasons following covid.   Delayed presentation to primary healthcare, poor healthcare provision when they emergency present, negative lifestyle changes during lockdowns, financial stresses and depressions and, yes, vaccines.",0,0,1,Britain,1.61E+18,2022,
2022-12-29 13:04:40 Iran Standard Time,USER_02760,NAME_02736,"U.S. Doctors warn the world to stop taking the Covid Vaccines, they are toxic, lethal, ineffective &amp; must be stopped. They damage the brain, heart, liver, bone marrow, fetus, causing all sorts of harm in the body. CDC, FDA misinformation causing death &amp; injury  Join @Username  https://t.co/KYoXGKPDQa",1,0,2,Britain,1.61E+18,2022,
2022-12-29 12:18:50 Iran Standard Time,USER_02761,NAME_02737,British Heart Foundation dismisses Tory MP’s Covid ‘cover-up’ vaccine claim - Evening Standard! Does make you wonder whether BHF has been paid off because that wouldn’t surprise me in the slightest.   https://t.co/3iNolb2fHU,1,6,13,Britain,1.61E+18,2022,
2022-12-29 12:18:24 Iran Standard Time,USER_02762,NAME_02738,British Heart Foundation dismisses Tory MP’s Covid vaccine claim  https://t.co/pwYzKFoLqB,0,0,0,Britain,1.61E+18,2022,
2022-12-29 03:58:47 Iran Standard Time,USER_02763,NAME_02739,Tory MP's Covid vaccine conspiracy claims against British Heart Foundation dismissed.  https://t.co/Z7ahOPz272,0,0,1,Britain,1.61E+18,2022,
2022-12-29 03:36:07 Iran Standard Time,USER_02764,NAME_02740,@Username I've seen them make a lot of politicians and medical advisers very wealthy. I've seen more young people collapsing and getting heart attacks in the last three years than I've ever seen in my life.   But I'm yet to see these vaccines preventing Covid and saving any lives.,0,0,1,Britain,1.61E+18,2022,
2022-11-28 21:03:14 Iran Standard Time,USER_02765,NAME_02741,Another eminent Dr and Cancer specialists speaks out to request a halt to the Covid vaccines.  He is not a tin foil hatter but rather voicing his grave concerns after assessing what he’s seeing in his patients.,0,0,0,Britain,1.60E+18,2022,
2022-11-28 20:47:56 Iran Standard Time,USER_02766,NAME_02742,@Username Plus the fact those pesky covid vaccines contain or are causing cancer,0,0,0,Britain,1.60E+18,2022,
2022-11-28 18:01:48 Iran Standard Time,USER_02767,NAME_02743,"Rishi Sunak wants the government to follow the blueprint of the Covid vaccine rollout to tackle cancer, obesity, poor mental health and addiction  https://t.co/TZK8OU1Vcw",0,0,1,Britain,1.60E+18,2022,
2022-11-28 16:56:47 Iran Standard Time,USER_02768,NAME_02744,🔴 A vaccine for cancer is to be sought by a new taskforce set up to emulate the success of the Vaccine Taskforce (VTF) which delivered the world’s first Covid jab  https://t.co/cfjLqaskLE,12,13,26,Britain,1.60E+18,2022,
2022-11-28 14:47:08 Iran Standard Time,USER_02769,NAME_02745,@Username @Username Anyone would think aggressive cancers never existed before COVID-19 and vaccines. My own experience is different having lost at least 5 extended family members from aggressive cancers.,0,0,0,Britain,1.60E+18,2022,
2022-11-28 13:11:43 Iran Standard Time,USER_02770,NAME_02746,"@Username @Username @Username @Username Huh. You know how many people have got extremely bad cancer that ravages your body since having the COVID ""vaccine"" also your only meant to take a vaccine once not 5 times. Also anyone who has had COVID has NATURAL ANTIBODYS FOR COVID just like any other illness do your research",1,0,0,Britain,1.60E+18,2022,
2022-11-28 06:07:36 Iran Standard Time,USER_02771,NAME_02747,"@Username @Username @Username Unless you shoot COVID patients needing hospital care (90%+ who are unvaccinated) then they will display non acute patients like cancer patients. This is why lockdowns then vaccines were soo important, and in future they will be less important as the disease becomes weaker.",1,0,1,Britain,1.60E+18,2022,
2022-11-28 04:42:32 Iran Standard Time,USER_02771,NAME_02747,"@Username @Username @Username 2020, 2021, we had excess deaths due to COVID of about 1 in 200 of the population, loaingban average of 10 years of life, hospitals overwhelmed and shutting down elective surgery and othe non acute care (lik w my mum's cancer treatment) then we need vaccines and they worked.",1,0,0,Britain,1.60E+18,2022,
2022-11-28 03:01:30 Iran Standard Time,USER_02772,NAME_02748,"@Username @Username @Username Haha. British Journal of cancer. Yes, I guess they also tell you that chemo is the best option for curing cancer. Eggs yolks increase cholesterol, haha.  You know the covid vaccine is safe and effective. Think who finance these studies fool.",1,0,1,Britain,1.60E+18,2022,
2022-11-28 02:23:31 Iran Standard Time,USER_02773,NAME_02749,"@Username Of course the only evidence they find is about Covid infection, which they follow with ""but but but the vaccine spike protein"", as if it's somehow relevant!  The current nonsense about fibrous clots and cancer as well is just extreme desperation!",0,0,1,Britain,1.60E+18,2022,
2022-11-28 00:00:18 Iran Standard Time,USER_02774,NAME_02750,"@Username Yes, me and my household got all the innoculations available (me 4, my wife 5 - she is vulnerable to cancer); We also get the winter-flu vaccines; none of us caught Covid, nor flu.",0,0,0,Britain,1.60E+18,2022,
2022-11-27 16:16:54 Iran Standard Time,USER_02775,NAME_02751,@Username @Username @Username @Username No long term data  So we don't yet know .. it's all guess work  if you survive covid  and &gt; we're you elderly ? low vitamin D ? had cancer ?  If the vaccine saved you from that it's a good drug.  zero proof to date  Covid in healthy people has a 99.9% survival rate - no vaccine,0,0,2,Britain,1.60E+18,2022,
2022-11-26 23:48:59 Iran Standard Time,USER_02776,NAME_02752,"@Username How much money do the Pharmaceutical companies make. Do you really think they are going to invent a magical cocktail to cure Cancer and other horrible diseases, when their vaccines and medicines are making millions. I think they are looking to get more subscribers. #covid #rain",0,0,0,Britain,1.60E+18,2022,
2022-11-26 20:17:32 Iran Standard Time,USER_02777,NAME_02753,"@Username The same Ukipper Angus ""well past his retirement date and  tinfoil hatter, lab leak Covid theoriser"" Dalgleish? 🤣👏 the man's a muppet and handily led a  bankrupted cancer vaccine company... Christ Toby your sources aren't improving... 🤣🤣👏",2,0,4,Britain,1.60E+18,2022,
2022-11-26 06:11:32 Iran Standard Time,USER_02778,NAME_02754,Hypermetabolic lymphadenopathy following the administration of COVID-19 vaccine and immunotherapy in a lung cancer patient: a case report  https://t.co/SAfeeQSiU6,0,0,0,Britain,1.60E+18,2022,
2022-11-26 01:52:51 Iran Standard Time,USER_02779,NAME_02755,"All these bloody vaccines coming out, new strains for flu just came out and it took like 3 months for the covid vaccines to be created.  FOCUS ON FINDING ONE FOR CANCER ALREADY!!! That should be your main focus, finding different strains for different cancers! #cancerawareness",0,0,0,Britain,1.60E+18,2022,
2022-11-26 00:46:36 Iran Standard Time,USER_02780,NAME_02756,"@Username I thank God, Buddha, Allah and Betty White every day for those vaccines.  My dad died of COVID and I'm a cancer survivor. Without them, I don't think I would have gotten to enjoy these last few years of my life.  Modern medicine? You fucking rock. #COVID #Vaccines #CovidIsNotOver  https://t.co/TNMwVWI2n6",0,0,0,Britain,1.60E+18,2022,
2022-11-25 18:06:58 Iran Standard Time,USER_02781,NAME_02757,"@Username @Username @Username It's actually about my current battle with cancer and has zero to do with Covid or the vaccine, but ok.",0,0,0,Britain,1.60E+18,2022,
2022-11-25 14:37:03 Iran Standard Time,USER_02782,NAME_02758,"@Username I have Cancer, had the Flu &amp; Covid vaccine. And I was fine.",1,0,4,Britain,1.60E+18,2022,
2022-11-25 12:49:48 Iran Standard Time,USER_02783,NAME_02759,"According to conspiracy theorists, there is incredible technology in Covid vaccines. Nanorobots that can grow, multiply and shred tissues. If only it were true, it would be a fantastic tool against cancers for instance.",1,4,24,Britain,1.60E+18,2022,
2022-11-25 10:03:52 Iran Standard Time,USER_02784,NAME_02760,"RT @Username Richarlison, who just scored two goals in Brazil's World Cup opener:  -  Is a science ambassador &amp; raised awareness of COVID vaccines  - Donates 10% of his salary to help house ppl undergoing cancer treatment  - Is anti-Bolsonaro &amp; spoken out (1/2)",1,0,0,Britain,1.60E+18,2022,
2022-11-24 14:50:29 Iran Standard Time,USER_02785,NAME_02761,"Throughout the pandemic, it hasn’t just been vaccine apartheid. It’s been therapeutics apartheid. Diagnostics apartheid. And not just for COVID - we have medical technologies apartheid for so many diseases including cancer. Radical changes of manufacturing &amp; R&amp;D must happen.",2,6,22,Britain,1.60E+18,2022,
2022-11-23 20:54:30 Iran Standard Time,USER_02786,NAME_02762,"@Username @Username Vaccine injuries are just as important as people who are dealing with Long Covid, untreated cancers or any other illness caused by the events of the past two and a half years. I have no time for anyone who dismisses such things. All their suffering matters.",1,0,1,Britain,1.60E+18,2022,
2022-11-23 20:52:08 Iran Standard Time,USER_02786,NAME_02762,"Vaccine injuries are just as important as people who are dealing with Long Covid, untreated cancers or any other illness caused by the events of the past two and a half years. I have no time for anyone who dismisses such things. All suffering matters.",0,0,2,Britain,1.60E+18,2022,
2022-11-23 17:17:12 Iran Standard Time,USER_02787,NAME_02763,"As the immune system has been destroyed by the COVID-19 vaccine, the number of cancer patients has increased significantly &amp;the cancer tumor has developed rapidly.  #cancer #costofliving #PMQs #economy #NHS #oncology #tumour #RishiSunak #WorldCup #NHS    https://t.co/JARQUQUYLd",0,0,0,Britain,1.60E+18,2022,
2022-11-22 23:20:41 Iran Standard Time,USER_02788,NAME_02764,"@Username He had a lengthy battle with cancer. What was it you anti-vaxxers were food of saying? Ah yes, from or with covid. So did he die from or with the vaccine?   Clown.",0,0,0,Britain,1.60E+18,2022,
2022-11-17 12:38:57 Iran Standard Time,USER_02789,NAME_02765,"Hi 👋 im starting to think this vaccine is effective against the Covid 19 +variants, but increases heart problems, triggering cancer, chest ailments and it’s just a passing thought from people watching.",0,0,0,Britain,1.59E+18,2022,
2022-11-15 17:41:20 Iran Standard Time,USER_02790,NAME_02766,@Username I'll only get a vaccine if it benefits me. Neither the flu or covid vax do. Apart from cancer this year I rarely get ill.,0,0,0,Britain,1.59E+18,2022,
2022-11-08 19:45:15 Iran Standard Time,USER_02791,NAME_02767,Two of my cousins died of Turbo Cancer in the last 10 days  One 25 years old  Never sick  And the other yesterday 57 also very healthy  Just suddenly stage 4 and it was all over the body. Both took 2 covid vaccines and 57 year old took 3rd  #turbocancer #covid #LunarEclipse,3,5,3,Britain,1.59E+18,2022,
2022-10-18 23:41:03 Iran Standard Time,USER_02792,NAME_02768,"""New ""breakthroughs"" in treating cancer cells, which they attribute to their earlier work on the COVID vaccine.""  Everything happens for a reason",0,0,0,Britain,1.58E+18,2022,
2022-10-18 18:37:57 Iran Standard Time,USER_02793,NAME_02769,"The amazing @Username David on his contribution to the covid vaccine programme, what an inspiration he is and sharing learning beyond covid to cancer programmes to get hard to reach communities! Amazing thanks David @Username #GMCC22  https://t.co/g3BpyaLafN",0,3,25,Britain,1.58E+18,2022,
2022-10-17 12:18:25 Iran Standard Time,USER_02794,NAME_02770,"When the #COVID19 pandemic struck @Username partnered with @Username to use the same approach to create a #Covid vaccine. Now the doctors are hopeful it leads to new treatments for #cancer, such as #melanoma, #bowelcancer, and other tumours. BBC News  https://t.co/Qm1gjhS8NR",0,0,0,Britain,1.58E+18,2022,
2022-04-26 19:30:14 Iran Daylight Time,USER_02795,NAME_02771,Can’t believe ppl are still taking this vaccine wtf is wrong with you ppl it’s a cold I’ve got asthma bronchitis n had breast cancer I’m nearly 50 n never felt better get a grip ffs it’s a killer y’all brainwashed n vaxed are getting covid (a cold ) 4.5.6 times more than unvaxed,3,1,19,Britain,1.52E+18,2022,
2022-04-11 12:04:32 Iran Daylight Time,USER_02796,NAME_02772,"@Username &lt;sarcasm&gt; but Robert, do we *need* the growth? What are these ""labs"" going to be doing? Researching vaccines against COVID, flu, malaria? Working on cancer treatments? Do we really *need* that or would it be better if we just died in agony instead? &lt;/sarcasm&gt;",1,2,61,Britain,1.51E+18,2022,
2022-02-20 15:37:28 Iran Standard Time,USER_02797,NAME_02773,"@Username @Username @Username @Username @Username @Username @Username @Username @Username A 3rd dose and booster dose (4th dose) of the coronavirus (COVID-19) vaccine is being offered to people aged 12 and over who had a severely weakened immune system when they had their first 2 doses.  Mainly for cancer patients, organ transplant etc",1,0,0,Britain,1.50E+18,2022,
2022-02-15 17:53:32 Iran Standard Time,USER_02798,NAME_02774,Mum was ill with Covid the past couple of weeks. Thankfully she had her 3 vaccines &amp; suffered only a fever for 5 days and fatigue &amp; palpitations for 4 days afterwards but no other ill effects. Pretty good going for an 80 year old stage 4 cancer survivor 👍  It’s not just a cold.,0,0,2,Britain,1.49E+18,2022,
2022-01-31 02:02:06 Iran Standard Time,USER_02799,NAME_02775,Oncomir is a micro RNA that is associated with cancer. Omicron is a covid variant. The covid vaccines are believed to deactivate the p53 tumor gene suppressor. Oncomir is also an anagram of omicron. Coincidental?,0,0,1,Britain,1.49E+18,2022,
2022-07-07 16:56:44 Iran Daylight Time,USER_02800,NAME_02776,“Pandemania has shown us that we have not yet evolved in consciousness beyond our ancient scapegoating patterns.”  Heartbreaking 💔 testimony of ‘Jen’ dying of liver cancer  in @Username latest: #Pandemania Part 2 👇   https://t.co/qeqR5DPx15  #COVID19 #COVID #vaccine  https://t.co/LJMbtsFdeM,2,1,1,Britain,1.55E+18,2022,
2022-07-01 00:29:35 Iran Daylight Time,USER_02801,NAME_02777,"I spent 20 months shielding from Covid. In that time I finished chemotherapy and am now in remission from blood cancer  I avoided human contact, wore masks and had 4 vaccine shots  I did this to avoid catching it myself, but mainly to let the NHS work out how to deal with it.  1/",4,7,66,Britain,1.54E+18,2022,
2022-06-29 21:32:30 Iran Daylight Time,USER_02802,NAME_02778,@Username That may well be true but what does Covid vaccine death rate have to do with an unfortunate young(er than me) woman dying of bowel cancer?,1,0,0,Britain,1.54E+18,2022,
2022-06-27 11:06:20 Iran Daylight Time,USER_02803,NAME_02779,"@Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username So you save the 37 (U.K. stats) people who have died as a result of vaccines…. but let thousands die of covid, thousands more blocking hospital beds and hence allowing even more to die of cancer etc because they can’t get treatment! Good plan! 🙄🙄🙄🙄🙄🙄",2,0,3,Britain,1.54E+18,2022,
2022-06-25 19:50:53 Iran Daylight Time,USER_02804,NAME_02780,"@Username @Username @Username @Username It's up to the individual. Nobody has been forced to have a vaccination. BCG, Polio, vaccines for Cervical cancers, mRNA vaccines to cure cancer have been great successes with more to follow. 20m people are estimated to of been protected from Covid deaths, especially from Delta.",2,0,1,Britain,1.54E+18,2022,
2022-08-14 12:34:59 Iran Daylight Time,USER_02805,NAME_02781,On @Username today news @Username is giving nearly £250k for research into triple negative breast cancer using knowledge gained from Covid vaccine research. Jade from Westbury has been treated twice for this aggressive strain of the diseases &amp; says research brings hope  https://t.co/BAFE2l26ex,0,5,13,Britain,1.56E+18,2022,
2022-08-12 18:15:15 Iran Daylight Time,USER_02806,NAME_02782,"This government truly is continuing to fail those most in need of an effective vaccine against Covid. Imagine being a transplant recipient, a cancer patient or many other conditions which impact on your immune response to vaccines or covid infection. And yet #Evusheld is denied",0,0,1,Britain,1.56E+18,2022,
2022-08-12 17:45:19 Iran Daylight Time,USER_02807,NAME_02783,@Username Makes no sense if 77% protection is given and there is very little protection for blood cancer patients provided by COVID vaccines. Please continue your work and @Username,1,2,8,Britain,1.56E+18,2022,
2022-08-12 17:40:05 Iran Daylight Time,USER_02807,NAME_02783,"@Username @Username @Username @Username @Username please could you and Victoria Atkins look at this again it doesn't make sense if 77% protection is given, and blood cancer patients have very little protection from the normal COVID vaccine. If you decide to run a story @Username please look at @Username",0,1,4,Britain,1.56E+18,2022,
2022-08-09 21:07:53 Iran Daylight Time,USER_02808,NAME_02784,"It's sad how we constantly hear about all the deaths from Covid, yet all the excess deaths we are seeing from non Covid causes are being ignored.  Vaccine injuries/deaths are being ignored, cancer deaths, sudden deaths mental illness deaths, heart attack deaths etc being ignored.",3,1,27,Britain,1.56E+18,2022,
