Tweet_created_at,username,name,tweet_text,replies_count,retweets_count,likes_count,country_name,id,year
2022-12-22 02:38:51 Iran Standard Time,USER_01229,NAME_01223,"@Chuck_L_Dodgson @thehill Yeah 72 year olds never died in their sleep before the Covid vaccines, good point.   When it comes out that he died from a stroke or a heart attack in his sleep, I’m sure you will accept that explanation instead of doubling down on your deranged, fact free theory.",1,0,0,North America,1.61E+18,2022
2022-12-22 01:55:40 Iran Standard Time,USER_01230,NAME_01224,"@Djpapanutsky @Merkzz1 @Wolframore @Unknown_Keys @catturd2 Covid is far more likely to kill you via blood clots and heart inflammation than the chances of you getting an extremely rare side effect from the covid vaccine. News flash, any over the counter medicine also has an extremely rare chance to threaten your life",2,0,1,North America,1.61E+18,2022
2022-12-22 01:52:23 Iran Standard Time,USER_01231,NAME_01225,@celineInBC @TheRealKeean Really I’m 62 have heart condition and copd I had Covid 4 times was hardly sick head cold and tired and no vaccine and I didn’t die imagine that,0,0,0,North America,1.61E+18,2022
2022-12-22 01:48:59 Iran Standard Time,USER_01230,NAME_01224,"@AndrewS6128798 @GrandOleChachry If you have no evidence, you can't just say ""young people die of blood clots and heart attacks due to the covid vaccine"" those are extremely rare side effects, but tylenol can also kill you in extremely rare cases. Every medical thing has a extremely rare chance to backfire",1,0,1,North America,1.61E+18,2022
2022-12-22 01:47:46 Iran Standard Time,USER_01230,NAME_01224,@AndrewS6128798 @GrandOleChachry Can you give me the statistics of healthy young people that suddenly died of heart attacks and blood clots? Did you know that you're more likely to die of covid giving you blood clots and heart inflammation than the chances the vaccine will have severe side effects?,1,0,0,North America,1.61E+18,2022
2022-12-22 01:29:21 Iran Standard Time,USER_01232,NAME_01226,"💥 Important Patient Safety Video..please RT/share with loved ones💥  Excellent complication video of UK medical doctors/Professors calling for the suspension of the Covid Vaccine Programme due to increase in cancers, heart disease and more.    https://t.co/HgTwtPCvbQ",0,0,0,North America,1.61E+18,2022
2022-12-22 00:57:19 Iran Standard Time,USER_00515,NAME_00512,Now I will be scheduled for an ablation. This is twice in less than two months I had the cardio version done. The vaccine and getting Covid caused me a lot issues with my heart ❤️ and my cardiologist agrees.,13,21,70,North America,1.61E+18,2022
2022-12-22 00:45:03 Iran Standard Time,USER_01233,NAME_01227,"@samanthamarika1 I was told that by 2 Drs, a nurse and 3 ""friends"" because of my heart condition. I didn't get the vaccine and had a mild 3 day case of covid.#nocovidhysteria",0,0,0,North America,1.61E+18,2022
2022-12-22 00:33:59 Iran Standard Time,USER_01234,NAME_01228,@GregPage_Yellow I think it’s because some people are still convinced that the covid vaccine causes heart attacks and other heart issues and are trying to create a starkly anti-vaccine stance and hoping you will support that stance.,1,0,0,North America,1.61E+18,2022
2022-12-22 00:27:57 Iran Standard Time,USER_01235,NAME_01229,"I had covid. I survived 32 days on advil b/c my dr was a pussy and wouldn't give me HCQ or IVMCTN. I didn't get vaccine either  guess what never got covid, blood clots, heart issues, RSV, pneumonia, rare cancers and host of other issues  BONUS: I HAVE AN IMMUNE SYSTEM THAT WORKS",0,0,1,North America,1.61E+18,2022
2022-12-21 23:49:55 Iran Standard Time,USER_01236,NAME_01230,"@KobieThatcher No. Deep down in my multi-vaxed and so far Covid-free heart I am sure as can be, based on all kinds of information presented by people much smarter than I, that vaccines work. They always have and they are working now. Anti-science, anti-intellectual sentiment kills.",0,0,0,North America,1.61E+18,2022
2022-12-21 23:29:01 Iran Standard Time,USER_01237,NAME_01231,@JoanDie2022 @Mermaz Your responses to me sound like you think I don't believe COVID is real. I don't think that. Millions of people have died. Many have lingering effects from it. I don't deny that. But the vaccine protection doesn't last long and can cause heart problems in young men in particular.,3,0,1,North America,1.61E+18,2022
2022-12-21 23:11:59 Iran Standard Time,USER_01238,NAME_01232,"@Lola_Le_Bunny @Steph_0273 @RobertKennedyJr @elonmusk He was personally injured from a vaccine, he advocates for vaccine awareness and transparency! More vaccinated people are dying than unvaccinated people from COVID-19, and myocarditis! A lot of young healthy people are dropping dead from heart attacks!  https://t.co/MYDl4KlBeN",2,1,3,North America,1.61E+18,2022
2022-12-21 22:35:07 Iran Standard Time,USER_00576,NAME_00573,"@rycunni I am so thankful I didn't get any of these vaccines. Both my parents regret it. They got covid bad Even with the vaccines. I said from the start that this vaccine is bad news. Already causing peoples faces paralyzed, blood clots and heart problems. No long term studies= badnews",0,0,8,North America,1.61E+18,2022
2022-12-21 22:12:26 Iran Standard Time,USER_01239,NAME_01233,"@HHSGov @Surgeon_General What is the benefit of getting a vaccine or boosted if it doesn't prevent COVID infection or transmission.  Vacinnated are more likely to get COVID, young people dying from heart condition, increased exposure to long COVID?  I don't trust big pharmacy or govt to tell truth",0,0,0,North America,1.61E+18,2022
2022-12-21 21:56:32 Iran Standard Time,USER_01240,NAME_01234,"How the COVID-19 Vaccines Impact the Heart I sit down with two leading cardiologists from two sides of the Atlantic, Dr. Peter McCullough and Dr. Aseem Malhotra, to understand how the COVID-19 vaccines impact the body, especially the heart.   https://t.co/JdP54Mf9gK",0,0,0,North America,1.61E+18,2022
2022-12-21 21:29:47 Iran Standard Time,USER_01241,NAME_01235,"Meet Lemuel, a two-time heart recipient! To read more about his COVID-19 vaccine story, visit:  https://t.co/D88hh48Mon  https://t.co/QWu2l9NRxM",1,0,1,North America,1.61E+18,2022
2022-12-21 20:21:45 Iran Standard Time,USER_01242,NAME_01236,"Everyone who took the covid vaccine should be taking the following supplements:  -apple pectin (detox) -black seed oil (""a cure for every disease except death"") -NAC (prevent cancer) -zinc (DNA repair) -magnesium (prevent heart attack)",1,2,14,North America,1.61E+18,2022
2022-12-21 20:08:33 Iran Standard Time,USER_01243,NAME_01237,@JamesMelville @elonmusk Canada? That would be even better. Canada propaganda TV literally will take a story of a 7-year-old girl dying from a heart attack hours after the vaccine and claim she died of myocarditis after contracting the flu so please go get a flu shot and covid shots. Propaganda nation,0,0,2,North America,1.61E+18,2022
2022-12-21 20:02:24 Iran Standard Time,USER_01244,NAME_01238,"@ChrisGBurns @PeterSweden7 Oh come on. Take off your mask and get some oxygen into your brain. Strokes, heart attacks, blood clots, these have nothing to do with COVID but are know side effects of the vaccines.",0,0,0,North America,1.61E+18,2022
2022-12-21 19:38:58 Iran Standard Time,USER_01245,NAME_01239,@Bev93934207 @BBCWorld Polio vaccine is fine. Gave it to my kids. Covid vaccines (therapeutics) are crap and killed my friend and permanently damaged the heart of another friend.  And kids DON'T need it.   If they allow this garbage now maybe your grandpa was right.,1,0,0,North America,1.61E+18,2022
2022-12-21 19:16:56 Iran Standard Time,USER_01246,NAME_01240,@JamieSale Agreed. I just picked up my dad from the Mazankowski Center monday. 2 weeks after he decided to get the flu/COVID combo vaccine he got clots and a heart attack. One of the healthiest guys I know. Tricked into thinking the vaccine is good. Glad I made the choice of not getting 💉,2,0,2,North America,1.61E+18,2022
2022-12-21 18:41:07 Iran Standard Time,USER_01247,NAME_01241,"So many are dying way before their time with “heart” conditions??  Could it have something to do with that vaccine that if taken would prevent you from getting COVID?? or now we know, does not! So many are dealing with the unexpected loss of loved ones! This is tragic!!",0,0,0,North America,1.61E+18,2022
2022-12-21 18:20:35 Iran Standard Time,USER_01248,NAME_01242,"Liberal media led by Woke leftwing NYT persist in pushing controversial Covid vaccines that donn’t prevent infection and transmission, may even be negatively efficacious—and are clearly linked to blood clots, including pulmonary embolism, and heart damage, including myocarditis  https://t.co/fPPnAkCEzB",0,0,1,North America,1.61E+18,2022
2022-12-21 18:07:00 Iran Standard Time,USER_01249,NAME_01243,"@POTUS ""CDC data issued in October 2022 provide evidence that COVID-19 vaccines increase a person's risk of death."" and I know so mkany that took the China Vaccine who passed away lots of heart patients",0,0,0,North America,1.61E+18,2022
2022-12-21 17:50:08 Iran Standard Time,USER_01250,NAME_01244,"@SourdifJim @Borgechr @PeterSweden7 It really does. It is the spike protein. I want to blame the vaccine, I really do. But the heart is stressed during and a while after COVID. To add, I couldn’t have a surgery because I had COVID and COVID stresses the heart. People do recover, typically.",1,0,1,North America,1.61E+18,2022
2022-12-21 17:38:22 Iran Standard Time,USER_01251,NAME_01245,"@TrumpBender_3 Two people in my house have COVID.  Both have had the vaccine and booster.  Those shots are only good for making your heart stop at some inappropriate time.  Government politicians, beauracrats, &amp; Big Pharma getting rich.  Whoever in the FDA banned hydroxychloroquine NEEDS JAILED",0,0,2,North America,1.61E+18,2022
2022-12-21 17:28:04 Iran Standard Time,USER_01250,NAME_01244,@Borgechr @PeterSweden7 I appreciate that. I do know that when my kids were recovering from Covid they had to be monitored because Covid affects the heart. I assume the vaccine does the same because of the spike protein. I am not pro vaccine here. Just bringing a thought.,2,0,1,North America,1.61E+18,2022
2022-12-21 16:13:13 Iran Standard Time,USER_00949,NAME_00943,"@RepDanBishop And when they did the heart cath, I had absolutely no blockages. Only a rare tumor growing on my pulmonary valve from the vaccine.",0,0,0,North America,1.61E+18,2022
2022-12-21 16:00:25 Iran Standard Time,USER_01121,NAME_01115,COVID-19 Vaccines Cause Myocarditis and Pericarditis A growing body of peer-reviewed scientific evidence links heart issues with the mRNA vaccines.   https://t.co/Yl0m3xaVuF,0,0,0,North America,1.61E+18,2022
2022-12-21 15:30:22 Iran Standard Time,USER_00361,NAME_00360,"Deb is the first of my ex’s to pass on; it’s a disturbing realization because Deb was my age. She died in peace sitting down, of apparent heart failure, like so many friends in the recent 18 months. I don’t know if she was a victim of the Covid vaccine but I will always wonder.",5,2,31,North America,1.61E+18,2022
2022-12-21 15:00:29 Iran Standard Time,USER_01252,NAME_01246,"5. Vaping can harm your cardiovascular health:  E-Cig vapor has been shown to damage blood vessels and increase the risk of heart attack and stroke.  It's the equivalent to puffing on the covid vaccine daily for vascular and heart health.  Stupid idea, right?",1,0,0,North America,1.61E+18,2022
2022-12-21 14:49:46 Iran Standard Time,USER_01253,NAME_01247,"@Niall_Boylan How many are vaccinated and what are they in hospital with, clots, heart issues. Serious questions need to be asked about covid vaccine injury and long term side effects. Why is no one asking these questions",0,0,0,North America,1.61E+18,2022
2022-12-21 12:40:40 Iran Standard Time,USER_01254,NAME_01248,@UniofOxford @OxUniStudents @isset_space @Space_Station How about investigating all the heart problems from the covid vaccine,0,0,0,North America,1.61E+18,2022
2022-12-21 11:59:34 Iran Standard Time,USER_01255,NAME_01249,"@jimmi1111 @SJ82153572 @CunningInsights Sudden arrhythmic death syndrome is not new - but its rise is far more likely to be the result of damage from a past covid infection than from vaccination.  Everything the vaccine can do to your heart, c19 can do far more severely.",1,0,0,North America,1.61E+18,2022
2022-12-21 09:32:23 Iran Standard Time,USER_01256,NAME_01250,"@ShannaAragon Oh my God. I don’t know what to say. I pay they catch the bastard that did it! 😔. Knowing this broke my heart for you.  My mom fell in 2020,  COVID was in full effect, no vaccines nothing yet she fell in September, she broke her hip and could Was not able to",1,0,1,North America,1.61E+18,2022
2022-12-21 08:57:43 Iran Standard Time,USER_01257,NAME_01251,@Scheelke_Peter @BRomes510 My friend already had a heart condition. He has some tiny implant  bc the man literally died on the table for a few seconds. The fact Covid hasn’t killed him like a gnat is proof the vaccine works.   I would have told him to mask but I knew he was too arrogant to listen.,1,0,1,North America,1.61E+18,2022
2022-12-21 07:56:18 Iran Standard Time,USER_01258,NAME_01252,"@drscottjensen Are you claiming that the covid vaccine doesn't prevent/treat arrhythmia or heart disease? Well,  you're right! That's why the indication is prevention of covid/reduction in severity of symptoms.",0,0,0,North America,1.61E+18,2022
2022-12-21 07:49:12 Iran Standard Time,USER_01259,NAME_01253,@teresawestwww @DrEliDavid The CDC said there is no difference between a vaccinated and unvaccinated person. Male teenagers/young adult men are in the highest risk group for heart conditions resulting from the “vaccine.” They also are in a lower risk group for serious illness/death from Covid.,1,0,6,North America,1.61E+18,2022
2022-12-21 07:03:06 Iran Standard Time,USER_01260,NAME_01254,"@Joey27002627 @ScienceWDrDoug @AriaTruth I put in a medical exemption at work based on similar DNA...brother had heart issues and sister got nasty Covid in weeks post vaccines...Denied...then was given the option to do a religious one or be terminated in 48 hrs.  Did the religious one, but the experience was sickening.",1,0,5,North America,1.61E+18,2022
2022-12-21 05:28:56 Iran Standard Time,USER_01261,NAME_01255,"@jordanbpeterson Pls help us curious simpletons: ppl who argue that the vaccines have caused serious heart conditions in the vaxxed, esp the young, don’t seem to think long-COVID may be a factor. Those who are vaxx advocates generally say the opposite, focusing on long-COVID. Is there a middle?",0,0,0,North America,1.61E+18,2022
2022-12-21 05:21:19 Iran Standard Time,USER_00949,NAME_00943,"@RepDanBishop Now this one, I would almost go with, the second Pfizer vaccine caused me to have open heart surgery, 4 weeks later, when I had no previous Heart condition or comorbidities. Never took a 💊, And was a covid nurse.",4,1,7,North America,1.61E+18,2022
2022-12-21 04:44:35 Iran Standard Time,USER_01262,NAME_01256,"@cafreeland After being proven by FDA that covid vaccines cause blood clots, heart attacks, etc she is still telling us to get the booster 🤡",0,0,1,North America,1.61E+18,2022
2022-12-21 04:36:54 Iran Standard Time,USER_01263,NAME_01257,@lukbuk @david_haddaway @BohemianAtmosp1 Thanks for your efforts. Why do so many people think Covid was a hoax? Thankfully the pharma companies came thru with vaccines. Many in my family got Covid but due to being vaccinated it was just like a flu (including my elderly heart patient brother).,2,0,0,North America,1.61E+18,2022
2022-12-21 03:48:22 Iran Standard Time,USER_01264,NAME_01258,"@dr_cottrell I have a saddness in my heart big time.  People will not mask and covid is rapidly growing in Palmyra Pa. I know 3 young people with cancer now, no vaccine but all had covid.  We need ventilation systems and masks mandated to gain compliance...",0,0,0,North America,1.61E+18,2022
2022-12-21 03:39:00 Iran Standard Time,USER_01265,NAME_01259,@samanthamarika1 I googled this and found: air pollution may cause heart attacks but there's not enough data to say for sure. Covid vaccines do not cause heart attacks. Covid 19 infections cause heart attacks in some people with heart inflammation.,4,0,1,North America,1.61E+18,2022
2022-12-21 03:15:57 Iran Standard Time,USER_01217,NAME_01211,I just heard cardiologist Dr Peter McCullough say that anyone who dies young  of SADS or heart condition it must be assumed due to the Covid vaccines UNTIL proven otherwise.  This is a big statement,1,5,15,North America,1.61E+18,2022
2022-12-21 02:51:34 Iran Standard Time,USER_01266,NAME_01260,@DWStweets The CDC lied about covid vaccine causing heart problems and more leading to many deaths. Your just a mouthpiece for this sad administration.,0,0,0,North America,1.61E+18,2022
2022-12-21 01:02:58 Iran Standard Time,USER_01267,NAME_01261,"@randomname7700 @elonmusk @DrEliDavid We have plenty of vaccines that require boosters. Reports of ""heart issues"" represent &lt; .01% of those vaxxed. My son has a complex, rare heart defect...received full approval from the entire team of cardiologists to be fully COVID vaccinated. COVID vax has been wildly successful.",1,0,1,North America,1.61E+18,2022
2022-12-21 00:07:13 Iran Standard Time,USER_01268,NAME_01262,"@JYFboy The data and evidence is clear, unless you have multiple comorbidities, such as obesity, diabetes, heart problems, old age etc. the risk of dying of covid is incredibly low.   Had the vaccine gone through normal regulatory processes, I would be more open to it. But it didn't.",1,0,0,North America,1.61E+18,2022
2022-12-20 23:24:49 Iran Standard Time,USER_01269,NAME_01263,"You take the #CovidVaccines you still get sick. People are getting blood clots and deadly heart conditions, also causing birth defects and COVID Vaccine is now the leading cause of COVID deaths at this point. People are still saying a success? NO Total failure.",5,17,39,North America,1.61E+18,2022
2022-12-20 23:21:03 Iran Standard Time,USER_01270,NAME_01264,@IzakMcGregor @OzraeliAvi @elonmusk You know ppl develop heart issues all the time before Covid right? It’s like you act ppl haven’t died before Covid. My dad was in the ICU w Covid and now has heart issues and a pacemaker. Maybe it’s Covid and not the vaccine?,0,0,1,North America,1.61E+18,2022
2022-12-20 23:17:54 Iran Standard Time,USER_01271,NAME_01265,"@CDCgov Basically, and this is unrelated to vaccines, but almost all daily activities will now cause blood clots or heart attacks. Again, unrelated to COVID vaccines.",0,0,6,North America,1.61E+18,2022
2022-12-20 22:41:04 Iran Standard Time,USER_01272,NAME_01266,"All that’s coming out about the lockdowns, the masking, the vaccines, etc., is showing us how harmful it is not to live life amongst each other. Something tells me we haven’t even scratched the surface of the damage the insane reaction to COVID has done. It breaks my heart.",0,0,2,North America,1.61E+18,2022
2022-12-20 22:17:50 Iran Standard Time,USER_01273,NAME_01267,@hrkbenowen I think his heart is in the right place. The vast majority of people that encourage others to get a flu shot or Covid vaccine understand the benefit. That being said each person should make their own decision after consulting their doctor.,0,0,0,North America,1.61E+18,2022
2022-12-20 22:00:25 Iran Standard Time,USER_01274,NAME_01268,"@scottstocker4 @LouforFreedomL1 @Pouldeau61 @Scary7Dr @nopoisonjabs @pawley_robert @TruthPyRate @mcfunny @zzz_katt @SkepticalMutant @Monstercoyliar @doritmi @provaxtexan @JimeeLiberty @MaureenStroud @richykirsh @BurgerLab12 @nuhope2022 @JKelleyK @Thskicksarefire @IdunsDaughter @AndrewLazarus4 @doom37455413 @JohannaSzabo1 @Nicky111Lady @AspAlaAsnAsnTyr @reacharoundu @kevinault @kberkopes @Nicoleg425 @WendyOrent @i_am_joli_anne @AngryFleas @jarbot15 @barryjohnreid21 @ShockTraumaRN @ShadowDroid616 @tomsirolimus @krebiozen @TheDrJon @jtmayes3 @swedishchf @Adrian7745 @statsguyuk @CurfewX @JDCBurnhil @HupperichWerner @ConsequentialBr @KStateTurk @JimBeam102 What is? Dying to complications of pneumonia has been a common way of dying due to COVID since the begining of the pandemic.  If there is no evidence that heart disease was caused by a vaccine, it's wrong to attribute it to one.",0,0,1,North America,1.61E+18,2022
2022-12-20 21:55:09 Iran Standard Time,USER_01275,NAME_01269,The vaccine is the reason behind all the heart issues we are seeing. Not Covid. Don’t let anyone tell you otherwise.,2,11,66,North America,1.61E+18,2022
2022-12-20 21:45:00 Iran Standard Time,USER_01276,NAME_01270,"Joseph A. Ladapo, Florida’s surgeon general, is launching another study of COVID-19 vaccines’ impact on heart diseases, such as myocarditis and pericarditis.  https://t.co/TxUcr9ixM7",0,0,0,North America,1.61E+18,2022
2022-12-20 20:38:11 Iran Standard Time,USER_00497,NAME_00494,"@Mon4Kooyong @evidence_aus It is a genocide of young people that is taking place with Covid vaccines. Not only deaths, but also serious injuries due to these injections: heart attacks, strokes, blood clots, circulatory disease, neurological problems and many other deadly diseases over time.",0,0,0,North America,1.61E+18,2022
2022-12-20 20:30:23 Iran Standard Time,USER_00497,NAME_00494,"@TRyanGregory Long Covid is vaccine damage. The only thing causing heart inflammation is the Covid vaccine. A large-scale Israeli study of 196,992 UNVACCINATED adults after Covid infection showed zero myocarditis or pericarditis.",1,0,3,North America,1.61E+18,2022
2022-12-20 20:23:48 Iran Standard Time,USER_01277,NAME_01271,"@rycunni I’m so sorry, I too have heart problems from the @pfizer vaccine. Have you tried working with a functional med doc? I’m not recovered but much better thanks to my doc. She has specifically focused on heart problems from Covid vaccines and helped many 🙏💫",1,1,4,North America,1.61E+18,2022
2022-12-20 20:16:56 Iran Standard Time,USER_01278,NAME_01272,"@VP The vaccine does not prevent you from getting or transmitting Covid. Side effects include blood clots, heart conditions, diabetes, and making your friends in big pharma even richer.",0,1,9,North America,1.61E+18,2022
2022-12-20 20:16:45 Iran Standard Time,USER_01279,NAME_01273,"@Vince5310 @nathaliejacoby1 I can tell you're a big liberal, did you see the news? the FDA and the CDC have concluded that the Covid Vaccines causes blood clots and many heart problems. I hope you have had all your shots and boosters. I bet you think wearing a mask over your beard is going to protect you.",1,0,0,North America,1.61E+18,2022
2022-12-20 19:38:18 Iran Standard Time,USER_01280,NAME_01274,"I was neither for or against the vaccine.  I saw the science.  I was 45, work out, good health, not obese, had no diabetes or underlying heart  problems so I knew COVID would be just a cold for me.  I got covid, laid on the couch for three days, haven't been sick since.",0,0,3,North America,1.61E+18,2022
2022-12-20 19:18:18 Iran Standard Time,USER_01281,NAME_01275,"My wife took the vaccine, at my objection, she also got covid. After a few months in and out of the hospitals, she passed away, I beleve with all my heart and soal that if she had not taken the vaccine she would still be with me.",0,0,0,North America,1.61E+18,2022
2022-12-20 18:56:06 Iran Standard Time,USER_01282,NAME_01276,"@oni_blackstock Probably a combo of the covid and the vaccine, working together in tandem to destroy the heart.",2,0,4,North America,1.61E+18,2022
2022-12-20 17:30:40 Iran Standard Time,USER_01283,NAME_01277,@becomingimago @LilaGraceRose We all now no the truth about the COVID vaccine which is that it was helpful for those at high risk but was not necessary for younger low risk individuals. The mandates were an overreach. I am vaxed btw…I spent a day in the ER because of it. The ill effects on the heart are real,2,0,0,North America,1.61E+18,2022
2022-12-20 16:49:52 Iran Standard Time,USER_01284,NAME_01278,"@BogochIsaac @joe_warmington Would you like to speak to my elderly parents who are in their 70’s?: they never got the Covid vaccines or flu shots, and are still alive; meanwhile many of their friends and family, who did get the jabs, have died from strokes, cancers, and heart attacks. 🤔",1,1,4,North America,1.61E+18,2022
2022-12-20 16:29:06 Iran Standard Time,USER_01285,NAME_01279,@Justin56204644 @turkeychaser @VintageDiode @moonlilii_ @LegendaryEnergy You are not 99.8% safe from the virus it is more like 49% safe sue to long covid. Maybe you want to be in an oxygen tank or developed heart conditions which are more common with long covid than vaccine injury. Speaking of mycardiotis did you know the spoke protein that causes it,1,0,0,North America,1.61E+18,2022
2022-12-20 16:29:00 Iran Standard Time,USER_01286,NAME_01280,Fact Check Team: The correlation between COVID-19 vaccines and heart disease  https://t.co/ME9NyQGLLK,0,0,0,North America,1.61E+18,2022
2022-12-20 16:27:56 Iran Standard Time,USER_01287,NAME_01281,"@csxdrail @PrairiefireCA @dogsbreath8304 @MonicaCrowley because the vaccine helps you to get over covid faster, training your white blood cells to identify and attack the virus. The longer and more severe you have covid the higher your chances become of blood clots and heart issues.",1,0,0,North America,1.61E+18,2022
2022-12-20 15:58:14 Iran Standard Time,USER_01288,NAME_01282,"FDA researchers find Pfizer COVID vaccine linked to blood clots in people 65, older The researchers also found an increased chance of people over 65 experiencing blood clots, platelet disorders and heart attacks after receiving the Pfizer vaccine..  https://t.co/Mzby9fHUKy",3,26,35,North America,1.61E+18,2022
2022-12-20 15:37:25 Iran Standard Time,USER_01289,NAME_01283,Ryan Cunningham|  I got the #COVID vaccine before most could as healthcare provider and emergency manager implementing many of the policies of the “covidians”.  Days after I was transported to the hospital with cardiac issue.  Today I’m in heart failure.   #CovidVaccine  https://t.co/T4HZ91kHro,3,8,13,North America,1.61E+18,2022
2022-12-20 15:23:16 Iran Standard Time,USER_01290,NAME_01284,@DrCanuckMD @canadianphil And yet… studies show vaccines provide minimal protection vs unvaxxed for #LongCovid complications (which includes heart issues) and this post speaks to issues within 3 months of infection. Don’t extrapolate that 1) beyond 3 mo 2) to other long covid issues,0,0,0,North America,1.61E+18,2022
2022-12-20 15:19:59 Iran Standard Time,USER_01291,NAME_01285,@bjo_erkefinken @AllBiteNoBark88 The unvaccinated are dying from heart attacks everyday. It’s a symptom of not being vaccinated and getting covid. The vaccines are proven to stop covid.   Proof the vaccines work and are safe and effective.  https://t.co/kA5HKKtVle,0,0,0,North America,1.61E+18,2022
2022-12-20 14:01:29 Iran Standard Time,USER_01292,NAME_01286,"@MsTrixter @NullandVoidsky @QueenofAus Go to an emergency dept in a capital city right now as a young person and say you’re having heart issues. Irregular beating, pain, pressure etc. They don’t ask you if you have Covid, they ask you if you’ve recently had a Covid vaccine. Try it out.",1,0,0,North America,1.61E+18,2022
2022-12-20 12:40:46 Iran Standard Time,USER_00872,NAME_00868,"@BrunoTheGreat32 @TimRunsHisMouth Does it?  If it really worked then why are fully vaccinated people still spreading covid, or getting covid &amp; dying in hospital? It doesn't work. The unvaxed are getting covid &amp; recovering. The vaccine is dangerous. Vaccinated people are dropping like flies from heart attacks.",0,0,0,North America,1.61E+18,2022
2022-12-20 11:32:41 Iran Standard Time,USER_01293,NAME_01287,"@fatmandown @Papi_B_Dubs @ksorbs The vaccine is absolutely horrible. I still haven't gotten the first one. Too many dropping dead doing stuff, dying in their sleep, strokes, heart attacks, etc. for my liking. Of course I had Covid in Dec 2019 so technically I was already vaccinated if we're rly following Science",0,0,0,North America,1.61E+18,2022
2022-12-20 10:55:54 Iran Standard Time,USER_01294,NAME_01288,The Covid vaccine has caused more issues in people. There is a reason anxiety and heart issues have skyrocketed…. Just saying. If i die soon. The government did it for exposing,0,0,4,North America,1.61E+18,2022
2022-12-20 10:40:14 Iran Standard Time,USER_01295,NAME_01289,@DanishScience @IronOmie @RobertN29357355 @PeterSweden7 Covid is the cause of a lot of the heart issues. No one that has taken the vaccine and not contracted Covid has any heart issues.  mRNA was first discovered in the 1960's and has been in development for vaccine use for 20+ years.  There is ample amounts of data and nothing rushed,0,0,1,North America,1.61E+18,2022
2022-12-20 09:34:10 Iran Standard Time,USER_00865,NAME_00861,@hiebinator @RobertKennedyJr Ha ha acute myocardial infarction- heart attack! Idiopathic thrombocytopenia. I had one of the original strains of COVID. I’ll take that over any of these “vaccine” induced conditions,0,0,0,North America,1.61E+18,2022
2022-12-31 03:16:49 Iran Standard Time,USER_01296,NAME_01290,"@NChartierET @Ali_kat1974 The vaccines are causing illness &amp; death, you can't mandate someone to take something dangerous to their health.  Enough of the madness.  Here's some facts  Drunk driving kills more, the flu kills more and heart disease does too.  38 million Canadians and only 48,000 covid deaths",0,0,0,North America,1.61E+18,2022
2022-12-31 02:36:34 Iran Standard Time,USER_01297,NAME_01291,Felt pretty winded the last couple days and like my heart was pumping too much. Figured it was just anxiety etc.   Turns out I have Covid. Again.   I’d get on my soapbox about vaccines again but nobody cares anymore. Sad shit. Happy new year.,0,0,8,North America,1.61E+18,2022
2022-12-31 02:28:44 Iran Standard Time,USER_01298,NAME_01292,"@dr_cottrell Yup sorry to tell you it’s the vaccine but also Covid infection, the key to the locked door. I have heart failure from this crap too.",0,0,0,North America,1.61E+18,2022
2022-12-31 02:21:39 Iran Standard Time,USER_01299,NAME_01293,"July 15  Ontario opens up eligibility for fourth doses of COVID-19 vaccines to individuals 18 or older. Kieran Moore chooses his words carefully, tip-toeing around a blanket recommendation, citing risk of heart damage in young people.  https://t.co/NXdy6M46kY",2,14,122,North America,1.61E+18,2022
2022-12-31 02:11:41 Iran Standard Time,USER_01300,NAME_01294,If the media ignore the COVID induced spike in heart disease people will assume it was caused by the vaccines (it wasn't). Communications failure from the health authorities.  https://t.co/9pHuP63qJ5  https://t.co/UQiaZNSakv,0,0,3,North America,1.61E+18,2022
2022-12-31 01:20:54 Iran Standard Time,USER_01301,NAME_01295,@JPSecrest @elonmusk @GadSaad A cardiologist is an expert if there is a virus that affects the heart- being that myocarditis is up 48% related to covid and the vaccine. I’d say that’s pretty appropriate- cancer is oncologist- pneumonia is pulmonologist-,2,0,1,North America,1.61E+18,2022
2022-12-30 23:58:42 Iran Standard Time,USER_01302,NAME_01296,@ovaryacter @FoxNews Research it.More vaccinated people died of Covid than unvaccinated.More heart problems due to vaccine.Ask someone who works Cardiology and sees  https://t.co/PHagRiCz7a least do research from someone besides Fauci.,1,0,0,North America,1.61E+18,2022
2022-12-30 23:45:39 Iran Standard Time,USER_01303,NAME_01263,"@SaltyDogg18 @ClownWorld_ Symptoms or VAERS from the Covid vaccine are basically non-existent 7 days after receiving it.. there’s almost no reported side effects after 7 days of taking the vaccine, so if your heart problems started after 7 days than it’s not from the vaccine",3,0,0,North America,1.61E+18,2022
2022-12-30 23:28:08 Iran Standard Time,USER_01304,NAME_01297,@soporofic2341 @tbo30 @FoxNews That's false. You could have a heart attack and if you COVID then they say the death was related to COVID. Once the clots from the vaccines start forming that's when the vaccinated will start dropping and it's terrible.,0,0,0,North America,1.61E+18,2022
2022-12-30 22:57:19 Iran Standard Time,USER_01305,NAME_01298,"@fisheatburger @Josh80499111 @Oakely_Dokely @Timcast Lol. ""Everything I said""?My sister died of a heart attack at 34 and so did her father pre COVID. I'm aware that young people die.   Are you suggesting that not a single person has died as a result of vaccine injury?",1,0,0,North America,1.61E+18,2022
