tweet,label,Stance_number
"I believe in the efficacy of vaccines 100%, but why would I voluntarily take a Covid-19 vaccine ? I’m more worried about potential side effects from the rushed vaccine than actually suffering from Covid-19 symptoms.",AntiVax,0
More good news. It’s amazing how much progress we’ve made on vaccines and medical data/research since Election Day. https://t.co/tOxS0CWyiw,ProVax,1
"“If the plan is approved, concertgoers can purchase a ticket but will be required to provide either proof of vaccination or a negative Coronavirus test result produced 24-72 hours before the event” idk still seems risky. https://t.co/x7hjJAvCI6",Neutral,2
"This is pretty good news, but of course there is more work to be done. If we get a proven vaccine in 2021, I’ll be ecstatic. https://t.co/NWXRJ6RRo1",ProVax,1
"@user Or how a #पिंचर_पुत्र changed the toop on car of the scientist working in India 🇮🇳 on #CovidVaccine and helped him reach office on time, thereby enabling the company develop the right vaccine. Hail #पिंचर_पुत्र",ProVax,1
.@user Put a stop to this enraging plan. Far more deserving people need #Covid_19 vaccine than inner circle of @user jerks who refused to model #publichealth measures to keep Americans safe. Shame on you! https://t.co/LMq1QQKlVG,ProVax,1
"I had been humming and hawing about whether I would wait and see how it turned out for others first but, with the announcement of a possible vaccine on the horizon, I've discovered that I'm going to be the first in line to get it. https://t.co/eUb0OfEbE7",ProVax,1
@user Thank you President Trump for making the coronavirus vaccine possible!! :-) :-),ProVax,1
The only clinical endpoint this vaccine is achieving is a delay in Russian health ministry officials “falling” from windows in central Moscow. Long term efficacy is probably not guaranteed.,Neutral,2
"@user Where have you been? Hanging out with Judge Box-o-Wine no doubt. Our government didn't bankroll Pfizer's research. Put down that glass and check yourself before you wreck yourself. Oops, too late.",Neutral,2
"""that is until a fast tracked coronavirus vaccine is licensed and your passport to life and liberty becomes proof you have received a COVID-19 vaccine – perhaps simultaneously delivered and tracked via a microneedle quantum dot tattoo on your skin.""",AntiVax,0
over my dead body will i be ever getting this vaccine. if that means i go to jail or die then so be it! https://t.co/C5wO2IXcFa,AntiVax,0
"Big pHarma SORCERY. Speaking of... ""#Coronavirus,"" RADIATION, DNA/RNA Hacks, ""#vaccines,"" Problem. Reaction. Solution. EXPERIMENTATION$. All in less than 1 year. U.N. = Beast. Wake Up. Global Citizens are Satan's SLAVES.",AntiVax,0
"Some healthcare workers are refusing to take COVID-19 vaccine But i mean, can you blame them? https://t.co/E98rsQoFXI",AntiVax,0
Seeing alot of talk about a COVID-19 vaccine and I must say if one becomes available soon I won't be taking it. I'm not going to take something that's been rushed out without the proper testing that usually takes years. I'm not an anti-vaccinationists but I'm also not stupid.,AntiVax,0
"Finally, light is here. Thanks to scientists and study participants @user #CovidVaccine #SleeveUp #MaskUp #YPLSP https://t.co/DGYQcbbsyq",ProVax,1
So let me get this straight. With the vaccine coming its got a 90% success rate (in just a few months of testing) . With covid you have a 99% rate of being just fine. Sounds like covid is better.,AntiVax,0
"How do you get fifty young people to join a talk on the challenges of eradicating malaria in Nigeria? Ask them what they are doing for Christmas on Clubhouse, talk about the Covid vaccines and efficacy, and say something like ""we need to address malaria the way we treat Covid.""",Neutral,2
@user Only fools are willing to be first to try China-made #COVID19 vaccine --- the same birthplace of #WuhanCoronavirus #FuckChina,AntiVax,0
Serum Institute seeks emergency use authorisation for Oxford COVID-19 vaccine Covishield in India https://t.co/lGBol1HZji,Neutral,2
COVID-19 vaccine | Trudeau stays on course for early 2021... https://t.co/QFTWkNMXAY,Neutral,2
Russia leading the race for successful mass production of COVID-19 vaccine #vaccine #CovidVaccine #COVID19 https://t.co/xuSRdTg91k,ProVax,1
@user Is Trump still competing with WHO? WHO came up with covid ‘accelerator’ & ‘covax’ for a vaccine. Then Trump called WHO names & came up with ‘warp speed’. Trump steals anything he can.,ProVax,1
@user I have both and it’s time to learn to live with COVID-19. We can’t possibly go on counting cases and wringing our hands forever. And don’t tell me about the vaccine that’s right around the corner. No thanks.,AntiVax,0
"Please take the #coronavirus #covid19 ""vaccine"" that Nazi @user SAGE are pushing - it's highly recommended, even Josef Mengele says so from his grave! #DowningStreetBriefing #coronaviruis #covid19 #FinalSolution #Nazi #Nazism #BBCNews #SkyNews",AntiVax,0
"For all of the anti-vaxxers trying to use the AZ vaccine study to argue that a COVID vaccine isn’t safe, 👏🏼learn 👏🏼 how 👏🏼 double 👏🏼 blind 👏🏼 experiments 👏🏼 work 👏🏼",ProVax,1
Serum Institute of India's CEO said the Oxford #COVID19 vaccine should be available for healthcare workers and elderly people by around February 2021 and by April for the general public https://t.co/9IM8OlIY2z,Neutral,2
Here's how a coronavirus vaccine could be distributed globally https://t.co/YjSulTzaaL via @user,Neutral,2
"Notably absent is a vaccine for the nightmare that is facing us, Covid-19 that has caused 225,000 dead Americans. Shows Trumps focus. Pathetic.",ProVax,1
"@user If you want a vaccine you get one, I don’t need one. I’ve a strong immune system. I don’t get the flu vaccine and flu is worse than Covid-19",AntiVax,0
I think this covid-19 vaccine is a race to see who can get it out there first! I don't trust them! I want to see Dr Fauci take it and I want to see Trump take it and the Pence take it and if they don't die then I'll take it!,AntiVax,0
@user WTF are you Zoom calling @user for? He knows fuck all about vaccines and only knows who to destroy people’s lives! Check his past vaccine interventions for proof! #CovidVaccine #COVID19 #scumbag #murderers,AntiVax,0
This 91-year-old just got the vaccine. See interview that will make your day https://t.co/n2wggFkzRV,Neutral,2
A lot of people are dubious about taking a covid 19 vaccine but don’t mind the Colombian marching powder they snort off the local pub toilets 😂😂😂,ProVax,1
The good news on the vaccine front continues. https://t.co/wP4NiF7IW1,ProVax,1
"One in 5 people are hesitant about getting the #COVID19 vaccine, according to a Sky News poll. Professor Anthony Harnden says while he understands the concern, the public should be reassured the vaccine has undergone “clear and rigorous safety trials"". https://t.co/d71r2Uy2jt https://t.co/MRjn2xKgHo",ProVax,1
@user Kya Bakwas??? Today's Arjun are those who have investigated n realized COVID is nothing but mere common flu and r educating people against the unsafe vaccines that would be forcefully injected to all.,AntiVax,0
"@user COVID19 is less dangerous than the flu. You're lying to the public with your fake PCR ""casedemic"" to line the pockets of your vaccine friends. We're not taking your vaccine you liar.",AntiVax,0
Got a funny feeling this rushed vaccine will be in the news in a few years time for having some of the worst side effects imaginable. A rushed vaccine with no liability back on the pharmaceutical company.... what could go wrong? 🤦🏻‍♂️ https://t.co/ngg6cX4JvZ,AntiVax,0
A) Most vaccines will be private B) There’s ZERO idea of the long term impacts of it (Especially vs the kill rate of Covid) C) No thanks https://t.co/IVl2tNtYZd,AntiVax,0
@user Yeah😂😂That's true. But Pfizer is a German company but wasn't the vaccine made in the US?,Neutral,2
How a Covid-19 vaccine could change travel for good It was the good news that gave the world hope. https://t.co/ikOw1y0SfK #CNN https://t.co/0bdnAoZLn6,Neutral,2
Kudos to #TBCPartner @user which today published positive interim Phase 1 data for its #COVID19 vaccine candidate. Here’s coverage from @user https://t.co/KOycUyDxX9,ProVax,1
@user Been thinking that all day. Waiting for the dump trump to sue Pfizer ow cause they cost him the election. Watch this space https://t.co/CYUKSu0Nca,Neutral,2
"People Are Reporting Getting Bell's Palsy After Taking The Covid Vaccine + Bill Gates Gets Asked If ""The Vaccine Is Safe""! - https://t.co/lqKEMFRDsH via @user #WSHH #WORLDSTAR",AntiVax,0
"@user No , Pfizer did NOT TAKE any money from US government.",Neutral,2
Justin Trudeau says Pfizer's COVID-19 vaccine is coming to Canada before the end of month https://t.co/8zJ7nmCHRU,Neutral,2
"@user 2nd highest death toll per capita in the US. Ordered the murder of thousands of seniors by forcing covid positive patients back into nursing homes and is now threatening to deny his constituents a vaccine. Yup, really remarkable job.",ProVax,1
pump dat #COVID19 vaccine 💪😷🔥 https://t.co/Dnamm3MVkN,ProVax,1
"#covid19 #vaccine amazing news,if true,to be applauded👏🏽👏🏽👏🏽 Isn't it remarkable what can be achieved,when the world order of finance is threatened?🤔Hmmm...how long has cancer been with us now?🤔",ProVax,1
Very exciting news about potential covid vaccine. Let’s hope it passes all tests and can be rolled out. We also need the others to be successful so we have full coverage of populations,ProVax,1
"Look at the Truth about Vaccines @user No one is against vaccines. When the additives are animal & human fetal tissues, mercury, aluminum, nickel, formaldehyde etc. Listen to @user on bit chute & read her book “The plague of corruption”. It is at your risk. https://t.co/odM7q6au1G",AntiVax,0
@user True different viruses but Coronavirus is not new. This is not unique. All viruses reach an endemic phase after the majority have achieved immunity but it continues to circulate...it doesn’t have a pandemic type infection curve. By definition not 100% have had it hence vaccines.,AntiVax,0
"Health Secretary Francisco Duque III on getting COVID-19 vaccine first to boost confidence : Yes [I will do it]. Definitely. I will take it as long as it has undergone scientific evaluation of the DOST's Vaccine Experts Panel, the Ethics Board Review and the FDA @user",ProVax,1
trib_al: 'The UK was the first country in the world to approve the Pfizer-BioNTech Covid-19 vaccine ' https://t.co/g5lEX7E55C,Neutral,2
"Last time a vaccine was created, it took 4 years. The media needs to stop hyping it up. https://t.co/a86H57gEjb",AntiVax,0
I looked at the CDC’s dataset on COVID-19 deaths and created a graph that shows an enormous difference between total confirmed COVID-19 deaths and flu deaths! It will be interesting to see how these new potential COVID19 vaccines change COVID19 deaths over time #MedTwitter https://t.co/ExmA9uONlE,ProVax,1
Consider the timing.... Utah mandates masks the same day a Pfizer vaccine is announced. It'll make people beg for the vaccine,Neutral,2
Is anyone actually going to take this vaccine!??? ... 🤔... I’m by no means an anti-vaxer but I will definitely not be keen to be a human guinea pig! #COVID19 #covidvaccine #Covid19UK #coronavirus,AntiVax,0
#Australia to spend $726 million underwriting country's biggest vaccine plant @user https://t.co/YestqDmiNJ,Neutral,2
"The only brand I want to hear from now is pfizer, and the only thing I want to hear about is some direct-to-consumer!",ProVax,1
"I just wanna say, I trust Pfizer when they say they have a really good COVID-19 vaccine, one of my favorite science teachers worked at Pfizer for a while",ProVax,1
Me kishan Raghani. KPR astro.kolkata Humbly reveal the wish of God. We may Get a proper vaccine of corona...after 20 november 2020. Planets change. Relief Globally. Amen.,ProVax,1
"@user No need for vaccine with 90% effective, we need 100% effective. Coronavirus killing less than 3% of the infected people .",AntiVax,0
This is super misleading. Without a challenge trial to ensure 100% viral contact there’s no way to state the vaccines efficacy in such a definitive way. What if that 90% just didn’t come in contact with the virus? https://t.co/dU8PaD4tYZ,AntiVax,0
* And lastly since the cases of COVID-19 are on a rise then I suggest that the lockdown be extended but no deadline until a vaccine or cure is made or if the Covid-19 curve is flattened,ProVax,1
Plot twist - We're the virus to the planet & #Covid_19 is earth's vaccine #coronavirus #Quarantine #earth,Neutral,2
"EU finalizing deal for Pfizer-BioNTech’s COVID-19 vaccine, according to German health minister https://t.co/5xzeb61W3e",Neutral,2
"The final round of Eterna OpenVaccine has begun! Submit solutions by Nov. 15, 2020, before we announce design rules to stabilize COVID-19 mRNA vaccines. https://t.co/zE8hryu5yc https://t.co/dcMdhiVW9q",Neutral,2
YES - That's great news for low information people but WHY take a rushed vaccine for a virus that has proven to have a 99.6% cure rate????? Makes NO SENSE. Any vaccine should be under study and follow uo for 5 /10 years -it is NOT like a prescription - it is in your body forever https://t.co/cQd9bljBYx,AntiVax,0
"@user Viagra was originally developed by Pfizer for the treatment of hypertension (high blood pressure) and angina pectoris (chest pain due to heart disease). So, he should stop using it!😉",Neutral,2
"@user Milestone??? They “haven’t” found the cure for cancer, they still do test for the common flu and you’re gonna tell me in less then 1 year they found a vaccine for covid.",AntiVax,0
"So @user may have developed a 90% effective Covid-19 vaccine, and it immediately becomes a political football. I just don't care if Trump personally gave back massages to every Pfizer scientist, or was otherwise nowhere to be seen. Can't we just agree that this is good news?",ProVax,1
"Want us to trust you and the vaccine? Have cameras follow u every day up until after you get the second dose we can make sure it actually safe. ""Obama, Bush and Clinton say they will take the COVID-19 vaccine publicly to gain public trust"" https://t.co/29RkRRq5YR",AntiVax,0
Coronavirus passports with vaccination info in development: report https://t.co/hawnisWBJv,Neutral,2
"#Nurses, please share your good news vaccination stories & pictures as you start to vaccinate with #covidvaccine @user #teamgeneralpractice #primarycare https://t.co/s1eCdOybk2",ProVax,1
@user The SIV and HIV example was merely a comparison. I think you may have heard about the Oxford vaccine. It is a genetically modified common cold virus that originally infected chimpanzees. #covid19 #Covid19Aus https://t.co/47cAHaDK8f,AntiVax,0
"@user Makes you wonder, now hes claiming to protect against vaccine ""Disinformation"". Is the Covid vaccine the one Bill Gates dreamed over?",AntiVax,0
There’s vaccine 💃💃💃💃 https://t.co/ObFf3TnVXO,ProVax,1
"(6/8) Literally the only thing that has changed since #COVID-19 hit the U.S. is that now, we know over a million people in our nation have it and nearly 60,000 in the US have died from it. There is still no vaccine.",ProVax,1
"@user I said that as a preemptive measure. I stated this right there. So your saying its the devils will that slaves were freed, minorities having equal rights as well as women?",Neutral,2
BOMBSHELL EVIDENCE that Covid RNA base pairs R identical to Chromosome 8 DNA! FULL EXPLANATION 👇 👇 👇 https://t.co/DzF59U5yak Vaccine = Cancer & Less Intelligence! (Max Igan fm 12min mark) https://t.co/VR8JNlLELv Chinese PCR Test used in Aust is PROFILING & storing ur DNA https://t.co/9sAFOWFlUY,AntiVax,0
"Huge if true: Oxford AstraZeneca Covid vaccine has up to 90% efficacy, data reveals. https://t.co/pDfWZuBlpa",ProVax,1
SNEWZ UPDATE: Moderna says its coronavirus vaccine works https://t.co/rE7IJZtwnp,Neutral,2
"@user Guess you can't get rich quick simply on Vitamins, doesn't matter that the right supplements will boost the immune system to fight off #COVID19 .. which is exactly what a vaccine does.",ProVax,1
"Is it difficult to wear a #mask and maintain #distance to avoid #China 's #COVID19? It's such a horrible #virus and the #treatment #costs can be unbearable. If you wear a mask and maintain distance, you already have a #vaccine!",Neutral,2
"""It's absurd! African leaders have a responsibility to protect people from these heinous plots ” See these are the kinda celebs I stan, the ones who buy no face when it comes to such b.s. I ❤ you boys! #vaccines #Covid_19 #LockdownSA @user https://t.co/VwrPb9gs1B",Neutral,2
".@user Naturally acquired COVID-19 death rate: 1 in 200. Death rate among vaccinated: Among the 10% where the vaccine was ineffective, say 1 in 20 get infected. Then, 1 in 200 of *them*. That works out to 1 in 40,000. So the difference is a 200-fold reduction in deaths. https://t.co/KFlgWPhPOV",ProVax,1
Several people recommended this thread about COVID vaccines. I’ve read it and checked out some of the recommended resources. It’s worth your time if you have some of the same concerns as me.,Neutral,2
"anti vaxxers are so annoying, literally no one wants to take a vaccine that isn’t safe but hopefully this would be 🥴 like why do anti vaxxers and anti lockdown people exist what do they actually want https://t.co/axHNacMuDT",ProVax,1
The government is not proposing to make a Covid-19 vaccine mandatory https://t.co/RAqaOYWcsA via @user,Neutral,2
"Open SmartNews and read Fauci says early Covid vaccines will prevent symptoms, not block virus here: https://t.co/bhzKDU3aEr To read it on the web, tap here: https://t.co/y90qFO91JJ",Neutral,2
"Good news on the horizon, we are getting closer to a coronavirus vaccine. A highly effective vaccine (90%) in Phase 3 of trials from Pfizer is looking promising. Can I see Alex and my friends next year? Please? I NEED IT.",ProVax,1
"@user Stop pushing this #covid19 vaccines shite, to try and convince people that, vaccines are the only way out! They are not and Pfizer are Bio #Terrorists, that will be destroyed along with their poison covid19 #vaccines! #StopPoisonVaccines #PfizerVaccineTerrorism #Billgates #Pfizer https://t.co/NfjSaAvRk6",AntiVax,0
"Am told I have an irrational fear of Covid by those who fear immigrants, BLM, vaccines, Antifa, LGBTQ, science, masks",ProVax,1
"Markets gonna go crazy over Pfizer news, but not until our main man over in the casa blanca takes care of that shit 🎸 🎸 Watch it rally until like 10:30 then main man Donnie Danko is gonna tweet something shit out",Neutral,2
Italian Hospital claims to have found Vaccine for Covid the vaccine is neutralizing corona in human cells.,ProVax,1
COVID-19 vaccine likely won't be mandated in Wisconsin https://t.co/ayQze4KEea,Neutral,2
"How has this not made the news? TLDR; @user CEO meets w/ Trump, Trump offers $1bn for COVID-19 vaccine exclusive to USA. CureVac fires CEO, founder steps in and says a vaccine will be available for everyone not just one country. #coronavirus https://t.co/S73JshJt01",Neutral,2
"Covid on the increase only one body to blame and it’s this appalling Government. It’s to slow in its reaction.Why,?frightened to death it will lose votes. Not to concerned about the health of the country.They should be a blitz on getting this vaccine out.Johnson act for gods sake",ProVax,1
Fingers crossed. #CovidVaccine Pfizer says coronavirus vaccine more than 90% effective | The New Daily https://t.co/VNk4abKXlJ,ProVax,1
"@user Imagine AIDS ,TB , EBOLA have been here for years and theres no vaccine... ""deadly"" corona virus is here for a couple of months, jiki jiki theres a vaccine... ba nyela, they think we dont see whats happening https://t.co/xna9qQPD4l",AntiVax,0
Wow. It’s amazing that this vaccine has been developed from scratch in like 6 months. https://t.co/PlvZXrirlO,ProVax,1
"@user The GOP just gave the Roman Catholic Church in America over $3.5 billion in PPP money. GOP just gave over 1 billion for COVID vaccine R&D to only one pharma company. But when WORKERS want $600. dollars — 😧 that’s an outrage to you. So, Fuck the GOP.",Neutral,2
"the medical industry in the US has done enough damage to POC communities, and if you don't believe me, Google is free. I'd love for a covid vaccine to be effective. but I dont want a rushed vaccine to do more harm to a community that has already been devastated by the virus.",Neutral,2
Indonesia has said that if the vaccine for COVID in not halal verified than it will not be used. So what the maulana’s of Hindustan will say? Will they issue a fatwa not to get the corona vaccine to be used by Muslims. So we will need less 20crore doses.,Neutral,2
"BioNTech and Pfizer’s COVID-19 vaccine is surprisingly effective, though experts question what effectiveness will look like in the real world - MarketWatch https://t.co/9SO930yCZy",ProVax,1
Before you get too excited about what Pfizer is saying about their coronavirus vaccine Remember that Pfizer took over the company that was responsible for fen phen Where they lied to the FDA about the deadly side effects of that drug.,AntiVax,0
@user Covid 19 bacteria are all male.Though some identify as https://t.co/3CgmfT4ozE's a social construction so obviously it can be https://t.co/zl9vsNNh7o need for a vaccine.Just diversity training and we're good to go...!!!,Neutral,2
Cuomo is the one blocking the vaccine from NY. He said it on tv. Anybody trying to demonize this cure for political reasons isn't just a political hack; they're literally killers. https://t.co/bvTB1ITfQI,ProVax,1
"@user Fun fact: azithromycin was discovered in a Croatian lab, and for which three women scientists had a salient role. The local company @user later had a deal with @user",Neutral,2
"Studies suggest AstraZeneca COVID-19 vaccine safe, 70% effective https://t.co/1DWDEO6Vo6",ProVax,1
@user Russian corona vaccine is ‘The leap’ which US did by landing man on the moon 🌓 if you trust earlier leap why can’t you trust their😊😊,ProVax,1
"Proud colleague moment! Our @user life sciences team have advised @user in relation to the development, manufacture and distribution of a potential vaccine for COVID-19.",ProVax,1
"@user It's a heckuva thing to judge the safety of a vaccine based upon one week of data. This is an emergency authorization for a reason--lack of data. I hope for the best, but my fully vaccinated kids are not getting a Covid jab I can tell you that.",AntiVax,0
Wasn't there a vaccine promised before the election by the guy Texans just voted to reelect...? #ElPasoStrong #covid19 #coronavirus #Texas #pandemic #WearAMask https://t.co/ykKKsi1zMt,Neutral,2
"@user You can't control a virus. You must develop an immunity, or a vaccine. Ex: polio virus still infects people in undeveloped countries. Many have been infected w/COVID in cities bc most buildings have central heat & AC--1 unit for the building that pumps air through all units.😷🌺",ProVax,1
"COVID-19 anti-vaxxers use the same arguments from 135 years ago ""As a historian of medicine, it’s become clear from researching the history of vaccines that those who promote anti-vaccination consistently use a standard set of strategies."" https://t.co/ONALWF9noP",ProVax,1
"Regarding the #COVID19 vaccine, President @user said on @user “#MarkLevin said it very well last night.” #TheGreatOne Cc: @user",Neutral,2
Cancel all the exams... And promote all the students Though exams are to know the talent. Even corona vaccine is not found through all the exams which ever done yet!! Promote the students #kcraganiststudents #TSHighcourtrespond #TSNSUIforstudents #examscancelled,Neutral,2
@user Now all we need is a COVID-19 vaccine. $VET #VeChain https://t.co/JUXU0nfoCx,ProVax,1
Will you be taking a coronavirus vaccine when it's available? (I don't think I can. Not antivax I just have potential severe allergies from my dad who 100% can't have vaccines (I have his other allergies so potentially this one),AntiVax,0
"Hydrate. Stay Well, we will keep the sale on until there is a vaccine for coronavirus!! Visit https://t.co/ZhWKK0mfmO https://t.co/8p3YB1RUxR",Neutral,2
Study: Americans increasingly say they would get vaccinated for COVID-19 https://t.co/YzOdy9OFQd,Neutral,2
COVID-19: Moderna must fulfil its promise to share technology to ensure COVID-19 vaccine breakthrough is not limited to rich countries || Via Amnesty International https://t.co/M3L311MpYL,Neutral,2
"Pfizer: Final analysis shows virus vaccine is 95% effective, will seek FDA emergency use 'within days' :: https://t.co/0l6HHRLhvF https://t.co/hIYP2JyaOr",Neutral,2
COVID-19 vaccine: Enniskillen native becomes first in world to receive Pfizer/BioNTech coronavirus jab outside a clinical trial: https://t.co/qtkLvyVoxS,Neutral,2
$PFE 11/27/2020 | 06:02am EST share with twitter share with LinkedIn share with facebook By Chester Tay Malaysia has signed an agreement to procure a Covid-19 vaccine from Pfizer (Malaysia) Sdn. Bhd. to immunize 6.4 million of... https://t.co/7jvgewWwzB,Neutral,2
"""Government Watchdog Sounds Alarm Over Appointment of Former Pharma Executive to Trump’s Covid-19 Vaccine Task Force"" Republicans are Profiting from the Pandemic. https://t.co/gw0UjNekn4",Neutral,2
"@user The US Justice Department Charges Two Chinese hackers working for Beijing's Ministry of State Security with stealing hundreds of millions of dollars in 'trade secrets,' including Covid-19 vaccine research, from U.S., Europe, Australia, Japan and South Korea",Neutral,2
@user You are incorrect they stayed clesr of involvement.... check with them if you dont believe it,Neutral,2
Rather say “duhhh no like side effect me no take vaccine” like a caveman and have the potential to contract and/or let covid mutate and now we’re back to square 1 on the pandemic. It’s gonna be difficult to pass but the vaccine should mandatory especially w this stupidity,ProVax,1
"‘Will take more than a year for vaccine to be available for normal people,’ says AIIMS Director https://t.co/g1DZiLhjLb #IndiaObservers #COVID19 #vaccine",Neutral,2
@user These waves will just keep on coming until the vaccine companies have made enough money and give the orders to the media and politicians that they can stop talking about covid.,AntiVax,0
Facebook to remove false Covid-19 vaccine claims https://t.co/fcOQncY3BM,Neutral,2
Trump wants all the credit for coronavirus vaccines – and to have them named after him - https://t.co/6yZrQsfiZt,Neutral,2
This is very good news. #California #COVID19 #vaccine #coronavirus https://t.co/0rC4KO5K4p,ProVax,1
Organisers of football’s European Championships and the Tokyo Olympics next summer are hoping that the development of a coronavirus vaccine will aid plans to stage the global sports events | @user https://t.co/dQmm4HKbFz,ProVax,1
"https://t.co/qK0k0zsFTl 09/11/2020 06.46 PM As all my students know that in my lectures, I predicted that Coronavirus vaccine will come around Mid Nov 2020. That also come true. Due to that Dow Jones Future shoot up",Neutral,2
Has the #greed of the #mink industry in #Denmark sabotaged the search for a #vaccine against #COVID19 ? The Danes might have ignored what happened in Spain. https://t.co/04pw9U6m93,Neutral,2
@user You should start with publicly take Covid-19 vaccine.,ProVax,1
"It feels like the Pfizer vaccine as been ""near approval"" for about six months.",Neutral,2
#BillGates #COVID19 #Vaccines How to say NO if Covid 19 vaccines become mandatory Read article at website below 👇 https://t.co/2KHaeMV7FL,AntiVax,0
"I remember back as a kid, the polio vaccine, but it got polio under control, this covid-19 might be the same way, just making a personal observation, got to have a vacinne, I'm not a doctor, but it's my opinion.😶",ProVax,1
Happy birthday to Upright Vol. IV! This one featured wonderful solo piano music from @user @user & @user https://t.co/ZTryRScJQV,Neutral,2
Some good news to start your week with:There is light at the end of the tunnel as pfizer's Covid-19 vaccine is 90% effective. #uhurunakazi,ProVax,1
You think Ima take these vaccines immediately? You must be bloffing https://t.co/DxDPcfw4Ut,AntiVax,0
Never in a million years would I get a vaccine for COVID. Fucking nuts. https://t.co/F8y94FebIU,AntiVax,0
You know what gets me soooooo fucking hot about $KTOV ? The news today dropped shouldve made the bitch jump to $7-$8 To top it off - the COVID19 vaccine news shouldve added MORE TRACTION BECAUSE FINALLY PATIENT ENROLLMENT FOR NT-219 https://t.co/HwCZ9S0b3o,Neutral,2
"Follow Imperial's journey on the frontline of COVID-19 over the last 6 months from vaccine development and disease modelling, to community efforts and philanthropy: https://t.co/7TyNIzquqh",ProVax,1
"Harvard Professor Reaps 17,000% Return on Early Moderna Bet https://t.co/a49GjasMll",Neutral,2
ICYMI: Understanding COVID-19 vaccine efficacy https://t.co/GJfTLC5rri,Neutral,2
When ppl I actually really like keep posting stuff on Insta about how the vaccine is useless and covid isn’t really that bad..... 🙃🙃,Neutral,2
"@user Right, because the demand for a COVID-19 vaccine is uncertain 🤡",Neutral,2
"Trying to make sense of @user and @user #COVID19 #vaccine data? We talked to the #adenoviral vector vaccine experts to get some theories on why a low dose, followed by a high dose, would be better than two high doses. @user https://t.co/JJTHNj0GkM",Neutral,2
Really good news: Pfizer and BioNTech report that their COVID-19 vaccine is 90% effective https://t.co/qdUPSMkngs via @user,ProVax,1
"@user If they were still Team Apocalypse after May/June, I hate to break it to you, but they are never coming back. I don't think any amount data can break through that level of programming.",Neutral,2
"That's pretty fxckin funny, actually. Pfizer vaccine claims to be 95% effective against the coronavirus. You send geniuses to school for an eternity and immerse them in multi-billion dollar labs to get 95% efficacy against the sniffle monster and that's a ""win""? Jesus. 😂",AntiVax,0
@user Yesss. I get the mistrust but I also have learned more about the science and understand that the risks of getting covid are much worse than the vaccine side effects.,ProVax,1
"Covid19 vaccine could come within 1 year: WHO chief Scientists predict the world may have a Covid-19 vaccine within one year or even a few months earlier, said the Director-General of the World Health Organisation ....",ProVax,1
"This is the kind of brain dead anti vaxxer we're up against once the vaccine is ready to be delivered. Fucking idiot. She'd have us let Polio ""run it's course"" #antivaxxers #COVID19 https://t.co/FmIe45V9fG",ProVax,1
Russia says Sputnik #COVID19 vaccine to cost under $20 https://t.co/ss5NVhKX5e,Neutral,2
Well now there’s a big f*cking surprise.... A massive reason not to take the poisonous vaccine if #KillBillGates is anywhere near it.... https://t.co/yYaY3bBInn,AntiVax,0
"A light of hope for you today! 🤩💫🤩🤩💫💫 ""Pfizer says early data signals #COVID19 vaccine is effective"" https://t.co/Jh6YhnRDbe",ProVax,1
"Yeah the one he used on his daughter to kill her? I for one will not take any vaccine until I know who made it and place of origin. Why on Earth would you take something that could Be so deadly into your body, esp if enemy gave it to you. https://t.co/BPwUqJ0P0c",AntiVax,0
@user It's curious that this news gets announced today and not last week. Almost like Pfizer didn't want @user taking credit for it.,Neutral,2
"@user said they made the vaccine with their own resources, no government involved or paid for it to be produced. Research 🧐 ppl",Neutral,2
@user They Approoved the Oxford based Vaccine named the Chimpanzee Vaccine... 🙈 Like WTF for a name is that? They hide it in the Code ChAdOx1 and has been rebranded. The vaccine trial needs to be removed not rebranded with such a baseline why should it benefit from Africa! https://t.co/Mh1KQthngP,AntiVax,0
Few hours with this formed team and we get a vaccine. Holy fuck. Promises made. Promises kept! https://t.co/afiomUp5D9,ProVax,1
Ethicist Suggests People Should Be Paid to Accept COVID-19 Vaccine $CNSP https://t.co/C61KpIVbRR #biomed #vaccine https://t.co/7ghtZ383NZ,AntiVax,0
Wait so y’all really gonna get a COVID-19 Vaccine 👀,AntiVax,0
Still not taking it yet. Sorry. Get back to me when we find out the side effects. Pfizer says early analysis shows its Covid-19 vaccine is 90% effective https://t.co/Ndf03gTK1h,AntiVax,0
@user We ALL want to be free from COVID. To think otherwise is irresponsible & heartless. But the truth of the matter is that some of us cannot tolerate the vaccine as is demonstrated by those who have had adverse reactions. Fortunately none have been fatal...yet.,Neutral,2
#RDIF and @user to produce in #India over 100 million doses per year of the world’s first registered vaccine against the novel #coronavirus infection #COVID19 @user https://t.co/igZ98ubmWu,Neutral,2
"Off you go coronavirus, pack your bags :) #coronavirus #vaccine",ProVax,1
I find that strange in my local. Hospital. Staff were talking about the dates they have for vaccine next week as I was getting MRI scan yesterday 😷☑️ https://t.co/kv7x8aSfq7,Neutral,2
"how can people sit there and be like ""yeah it's not fake I won't take it"". What do u know that the specialists dont 🤣 thought we wanted a vaccine to go back to how life was lol? https://t.co/hJN0qga5Qo",ProVax,1
Just watched the first few Covid-19 vaccines being given on the news....it seems that they are following the RCN guidance based on the 2010 WHO document and not current PHE/WHO PPE guidance for the C-19 era.,Neutral,2
please make the vaccine widely available in summer please i want to meet my penpal face to face and not have college affected by the coronavirus,ProVax,1
